race_encp,race_date,track,race_no,grade,syumoku,syabanBgColorInfo,syabanCharColorInfo,syaban,wakuban,sensyuRegistNo,sensyuName,ketujyouTuikaHojyuColorInfo,ketujyouTuikaHojyu,huKen,prevKyuhan,kyuhan,kyakusitu,heikinTokuten,nigeCnt,makuriCnt,sasiCnt,markCnt,backCnt
gIRMXgAGv6muOiBOKbDFD1EEjRnj3ImoWKkWys5iaUmGCKrodMQoQUHu__AkUbko,20240122,宇都宮,1,F1,Ａ級予選,base_color_1_bk,base_color_1,1,,013826,田原　大広,,,北海道,A2,A2,両,84.12,0,0,4,2,2
gIRMXgAGv6muOiBOKbDFD1EEjRnj3ImoWKkWys5iaUmGCKrodMQoQUHu__AkUbko,20240122,宇都宮,1,F1,Ａ級予選,base_color_2_bk,base_color_2,2,,013370,三槻　智清,,,佐　賀,A2,A2,追,80.32,0,0,0,2,0
gIRMXgAGv6muOiBOKbDFD1EEjRnj3ImoWKkWys5iaUmGCKrodMQoQUHu__AkUbko,20240122,宇都宮,1,F1,Ａ級予選,base_color_3_bk,base_color_3,3,,012883,大沼　孝行,color_blue,追加,静　岡,A2,A2,逃,78.50,2,0,1,0,6
gIRMXgAGv6muOiBOKbDFD1EEjRnj3ImoWKkWys5iaUmGCKrodMQoQUHu__AkUbko,20240122,宇都宮,1,F1,Ａ級予選,base_color_4_bk,base_color_4,4,,014638,川又　裕樹,,,鹿児島,A1,A1,追,86.96,0,2,4,5,0
gIRMXgAGv6muOiBOKbDFD1EEjRnj3ImoWKkWys5iaUmGCKrodMQoQUHu__AkUbko,20240122,宇都宮,1,F1,Ａ級予選,base_color_5_bk,base_color_5,5,,015652,橋本　陸,,,福　岡,A2,A2,逃,82.16,4,2,0,0,13
gIRMXgAGv6muOiBOKbDFD1EEjRnj3ImoWKkWys5iaUmGCKrodMQoQUHu__AkUbko,20240122,宇都宮,1,F1,Ａ級予選,base_color_6_bk,base_color_6,6,,014324,内村　竜也,,,山　口,A3,A2,両,72.36,0,0,3,5,1
gIRMXgAGv6muOiBOKbDFD1EEjRnj3ImoWKkWys5iaUmGCKrodMQoQUHu__AkUbko,20240122,宇都宮,1,F1,Ａ級予選,base_color_7_bk,base_color_7,7,,015234,八嶋　稔真,,,北海道,A1,A1,逃,84.70,9,0,2,1,13
gIRMXgAGv6muOiBOKbDFD4eukeDAZdse0_fq5peLXgt3hdgbt-0FCoOO9pVIKyXZ,20240122,宇都宮,2,F1,Ａ級予選,base_color_1_bk,base_color_1,1,,013652,隅　直幸,,,山　口,A2,A2,追,82.06,0,0,7,0,0
gIRMXgAGv6muOiBOKbDFD4eukeDAZdse0_fq5peLXgt3hdgbt-0FCoOO9pVIKyXZ,20240122,宇都宮,2,F1,Ａ級予選,base_color_2_bk,base_color_2,2,,015330,伊藤　奎,,,福　島,A2,A2,逃,86.39,2,2,7,0,4
gIRMXgAGv6muOiBOKbDFD4eukeDAZdse0_fq5peLXgt3hdgbt-0FCoOO9pVIKyXZ,20240122,宇都宮,2,F1,Ａ級予選,base_color_3_bk,base_color_3,3,,012479,田中　弘章,,,福　岡,A1,A2,追,86.88,0,0,4,2,0
gIRMXgAGv6muOiBOKbDFD4eukeDAZdse0_fq5peLXgt3hdgbt-0FCoOO9pVIKyXZ,20240122,宇都宮,2,F1,Ａ級予選,base_color_4_bk,base_color_4,4,,012800,豊田　一馬,,,群　馬,A2,A2,追,84.58,0,0,3,2,0
gIRMXgAGv6muOiBOKbDFD4eukeDAZdse0_fq5peLXgt3hdgbt-0FCoOO9pVIKyXZ,20240122,宇都宮,2,F1,Ａ級予選,base_color_5_bk,base_color_5,5,,015371,田上　晃也,,,岡　山,A1,A1,逃,80.89,4,0,1,0,17
gIRMXgAGv6muOiBOKbDFD4eukeDAZdse0_fq5peLXgt3hdgbt-0FCoOO9pVIKyXZ,20240122,宇都宮,2,F1,Ａ級予選,base_color_6_bk,base_color_6,6,,013145,瓦田　勝也,color_blue,追加,福　岡,A2,A2,追,80.11,0,0,1,1,0
gIRMXgAGv6muOiBOKbDFD4eukeDAZdse0_fq5peLXgt3hdgbt-0FCoOO9pVIKyXZ,20240122,宇都宮,2,F1,Ａ級予選,base_color_7_bk,base_color_7,7,,014495,下沖　功児,,,宮　崎,A2,A2,逃,83.60,3,5,1,0,10
gIRMXgAGv6muOiBOKbDFD5yu1s4xJnvCYdAeJlvHUenfQpKNJW6s55vVdElDMD4Q,20240122,宇都宮,3,F1,Ａ級予選,base_color_1_bk,base_color_1,1,,015167,小林裕一朗,,,千　葉,A2,A1,逃,83.59,2,1,2,0,5
gIRMXgAGv6muOiBOKbDFD5yu1s4xJnvCYdAeJlvHUenfQpKNJW6s55vVdElDMD4Q,20240122,宇都宮,3,F1,Ａ級予選,base_color_2_bk,base_color_2,2,,015379,下野　義城,,,愛　媛,A1,A1,逃,85.06,5,4,0,0,12
gIRMXgAGv6muOiBOKbDFD5yu1s4xJnvCYdAeJlvHUenfQpKNJW6s55vVdElDMD4Q,20240122,宇都宮,3,F1,Ａ級予選,base_color_3_bk,base_color_3,3,,013660,徳吉　広紀,color_blue,追加,福　岡,A2,A2,追,81.19,0,0,1,1,0
gIRMXgAGv6muOiBOKbDFD5yu1s4xJnvCYdAeJlvHUenfQpKNJW6s55vVdElDMD4Q,20240122,宇都宮,3,F1,Ａ級予選,base_color_4_bk,base_color_4,4,,013591,山本　宏明,,,徳　島,A2,A2,追,78.70,0,0,0,0,0
gIRMXgAGv6muOiBOKbDFD5yu1s4xJnvCYdAeJlvHUenfQpKNJW6s55vVdElDMD4Q,20240122,宇都宮,3,F1,Ａ級予選,base_color_5_bk,base_color_5,5,,014087,高橋　隆太,,,静　岡,A2,A1,追,86.00,0,0,4,0,0
gIRMXgAGv6muOiBOKbDFD5yu1s4xJnvCYdAeJlvHUenfQpKNJW6s55vVdElDMD4Q,20240122,宇都宮,3,F1,Ａ級予選,base_color_6_bk,base_color_6,6,,014772,細田　純平,,,広　島,A3,A2,逃,71.27,3,1,2,1,14
gIRMXgAGv6muOiBOKbDFD5yu1s4xJnvCYdAeJlvHUenfQpKNJW6s55vVdElDMD4Q,20240122,宇都宮,3,F1,Ａ級予選,base_color_7_bk,base_color_7,7,,012544,上田　学,,,愛　媛,A1,A1,追,89.51,0,0,4,3,0
gIRMXgAGv6muOiBOKbDFD7G2VfasSvFTjD7Jhat5kZSB15R7bxb0ESWZ5C-TWryk,20240122,宇都宮,4,F1,Ａ級予選,base_color_1_bk,base_color_1,1,,015611,長谷川飛向,,,東　京,A2,A2,逃,90.61,6,4,1,0,12
gIRMXgAGv6muOiBOKbDFD7G2VfasSvFTjD7Jhat5kZSB15R7bxb0ESWZ5C-TWryk,20240122,宇都宮,4,F1,Ａ級予選,base_color_2_bk,base_color_2,2,,014242,亀谷　隆一,,,神奈川,A1,A1,追,81.04,0,0,0,1,0
gIRMXgAGv6muOiBOKbDFD7G2VfasSvFTjD7Jhat5kZSB15R7bxb0ESWZ5C-TWryk,20240122,宇都宮,4,F1,Ａ級予選,base_color_3_bk,base_color_3,3,,012380,近藤　修康,,,岡　山,A1,A1,追,86.63,0,0,8,5,0
gIRMXgAGv6muOiBOKbDFD7G2VfasSvFTjD7Jhat5kZSB15R7bxb0ESWZ5C-TWryk,20240122,宇都宮,4,F1,Ａ級予選,base_color_4_bk,base_color_4,4,,012718,大橋　徹,,,栃　木,A2,A1,追,89.16,0,0,6,4,0
gIRMXgAGv6muOiBOKbDFD7G2VfasSvFTjD7Jhat5kZSB15R7bxb0ESWZ5C-TWryk,20240122,宇都宮,4,F1,Ａ級予選,base_color_5_bk,base_color_5,5,,015642,眞砂　英作,,,香　川,A2,A2,逃,82.27,4,1,0,0,10
gIRMXgAGv6muOiBOKbDFD7G2VfasSvFTjD7Jhat5kZSB15R7bxb0ESWZ5C-TWryk,20240122,宇都宮,4,F1,Ａ級予選,base_color_6_bk,base_color_6,6,,015045,大関　祐也,,,千　葉,A2,A2,逃,80.12,2,1,1,0,14
gIRMXgAGv6muOiBOKbDFD7G2VfasSvFTjD7Jhat5kZSB15R7bxb0ESWZ5C-TWryk,20240122,宇都宮,4,F1,Ａ級予選,base_color_7_bk,base_color_7,7,,013314,鈴木　宏章,color_blue,追加,栃　木,A1,A2,追,82.57,0,0,1,0,0
gIRMXgAGv6muOiBOKbDFDxnvR80_5EUUL9dnWZqEEZ0Wzj1WePzgKilSipw2CcRv,20240122,宇都宮,5,F1,Ａ級初日特選,base_color_1_bk,base_color_1,1,,013296,林　明宏,,,高　知,A1,A1,追,91.33,0,0,1,0,0
gIRMXgAGv6muOiBOKbDFDxnvR80_5EUUL9dnWZqEEZ0Wzj1WePzgKilSipw2CcRv,20240122,宇都宮,5,F1,Ａ級初日特選,base_color_2_bk,base_color_2,2,,014077,古屋　琢晶,,,山　梨,S2,A1,両,99.57,2,2,3,1,7
gIRMXgAGv6muOiBOKbDFDxnvR80_5EUUL9dnWZqEEZ0Wzj1WePzgKilSipw2CcRv,20240122,宇都宮,5,F1,Ａ級初日特選,base_color_3_bk,base_color_3,3,,012261,岡部　芳幸,,,福　島,A1,A1,追,91.48,0,1,4,4,1
gIRMXgAGv6muOiBOKbDFDxnvR80_5EUUL9dnWZqEEZ0Wzj1WePzgKilSipw2CcRv,20240122,宇都宮,5,F1,Ａ級初日特選,base_color_4_bk,base_color_4,4,,015476,緒方　将樹,,,熊　本,S2,A1,逃,99.96,4,7,2,1,14
