category,grade,kaisai_name,keirin_cd,meeting_icon,pos1_car_no,pos1_decision,pos1_name,pos1_region,pos2_car_no,pos2_decision,pos2_name,pos2_region,pos3_car_no,pos3_decision,pos3_name,pos3_region,quinella,quinella_payout,quinella_popularity,race_date,race_no,track,trifecta,trifecta_payout,trifecta_popularity
Ｓ級選抜,G3,,84,1,2,逃げ,高橋　和也,愛　知,4,マーク,大洞　翔平,岐　阜,3,,池田　勇人,埼　玉,2-4,570円,(2),20250411,1R,武雄,2-4-3,"3,500円",(12)
Ｓ級選抜,G3,,84,1,2,差し,川口公太朗,岐　阜,9,逃げ,原田　翔真,和歌山,8,,山田　義彦,埼　玉,2-9,620円,(2),20250411,2R,武雄,2-9-8,"10,150円",(34)
Ｓ級選抜,G3,,84,1,2,逃げ,山口　多聞,埼　玉,5,マーク,内藤　高裕,東　京,7,,今井　聡,東　京,2-5,380円,(1),20250411,3R,武雄,2-5-7,900円,(1)
Ｓ級選抜,G3,,84,1,3,差し,大槻　寛徳,宮　城,2,差し,友定　祐己,岡　山,5,,岡田　亮太,東　京,3-2,850円,(3),20250411,4R,武雄,3-2-5,"1,650円",(4)
Ｓ級選抜,G3,,84,1,7,捲り,北津留　翼,福　岡,1,マーク,新納　大輝,鹿児島,5,,網谷　竜次,香　川,7-1,190円,(1),20250411,5R,武雄,7-1-5,450円,(1)
Ｓ級二次予選,G3,,84,1,9,捲り,坂井　洋,栃　木,1,捲り,嘉永　泰斗,熊　本,3,,久田　裕也,徳　島,9-1,580円,(2),20250411,6R,武雄,9-1-3,"6,640円",(17)
Ｓ級二次予選,G3,,84,1,3,捲り,杉森　輝大,茨　城,7,マーク,園田　匠,福　岡,9,,嶋津　拓弥,神奈川,3-7,"4,680円",(17),20250411,7R,武雄,3-7-9,"51,570円",(128)
Ｓ級二次予選,G3,,84,1,1,捲り,寺崎　浩平,福　井,9,マーク,稲川　翔,大　阪,4,,松村　友和,大　阪,1-9,200円,(1),20250411,8R,武雄,1-9-4,590円,(1)
Ｓ級二次予選,G3,,84,1,9,差し,山田　庸平,佐　賀,1,逃げ,太田　海也,岡　山,7,,蕗澤鴻太郎,群　馬,9-1,150円,(1),20250411,9R,武雄,9-1-7,830円,(3)
Ｓ級二次予選,G3,,84,1,1,差し,岩本　俊介,千　葉,3,差し,三谷　竜生,奈　良,7,,野口　裕史,千　葉,1-3,600円,(1),20250411,10R,武雄,1-3-7,"4,010円",(12)
Ｓ級二次予選,G3,,84,1,9,逃げ,石原　颯,香　川,1,マーク,成田　和也,福　島,4,,宿口　潤平,埼　玉,9-1,730円,(3),20250411,11R,武雄,9-1-4,"4,510円",(13)
Ｓ級二次予選,G3,,84,1,9,捲り,眞杉　匠,栃　木,1,マーク,高橋　築,東　京,2,,柳詰　正宏,福　岡,9-1,160円,(1),20250411,12R,武雄,9-1-2,620円,(2)
Ａ級一般,F1,,22,3,1,逃げ,八嶋　稔真,神奈川,4,差し,新井　剛央,埼　玉,3,,小坂　敏之,栃　木,1-4,"2,000円",(7),20250411,1R,前橋,1-4-3,"2,650円",(5)
Ａ級一般,F1,,22,3,5,捲り,大森　光明,北海道,7,逃げ,増田　利明,静　岡,2,,松山　正和,静　岡,5-7,"1,710円",(7),20250411,2R,前橋,5-7-2,"5,070円",(14)
Ａ級準決勝,F1,,22,3,2,差し,白戸淳太郎,神奈川,7,捲り,藤根　俊貴,岩　手,3,,森川　康輔,岐　阜,2-7,340円,(2),20250411,3R,前橋,2-7-3,"2,090円",(6)
Ａ級準決勝,F1,,22,3,5,逃げ,谷内　健太,京　都,3,マーク,小笹　隼人,奈　良,4,,中島　将尊,東　京,5-3,240円,(1),20250411,4R,前橋,5-3-4,680円,(1)
Ａ級準決勝,F1,,22,3,2,逃げ,吉田　晏生,埼　玉,7,マーク,渋谷　錬,神奈川,1,,櫻井　丈,静　岡,2-7,"12,090円",(22),20250411,5R,前橋,2-7-1,"74,880円",(96)
Ｓ級一般,F1,,22,3,2,差し,藤田　勝也,和歌山,4,逃げ,伊原　克彦,福　井,5,,平原　啓多,埼　玉,2-4,440円,(1),20250411,6R,前橋,2-4-5,720円,(1)
Ｓ級一般,F1,,22,3,7,逃げ,下井　竜,三　重,1,マーク,志村　太賀,山　梨,3,,渡辺　十夢,福　井,7-1,740円,(3),20250411,7R,前橋,7-1-3,"4,570円",(12)
Ｓ級選抜,F1,,22,3,5,捲り,木村　弘,青　森,6,逃げ,荒木　貴大,埼　玉,3,,一戸　康宏,埼　玉,5-6,"9,110円",(24),20250411,8R,前橋,5-6-3,"25,320円",(84)
Ｓ級選抜,F1,,22,3,2,差し,河野　通孝,茨　城,4,逃げ,山本　勝利,東　京,5,,小林　令,山　梨,2-4,230円,(1),20250411,9R,前橋,2-4-5,360円,(1)
Ｓ級準決勝,F1,,22,3,1,差し,佐々木　龍,神奈川,5,逃げ,谷　和也,大　阪,2,,内藤　宣彦,秋　田,1-5,"2,590円",(11),20250411,10R,前橋,1-5-2,"14,420円",(52)
Ｓ級準決勝,F1,,22,3,2,捲り,菅田　壱道,宮　城,1,差し,高久保雄介,京　都,4,,須永　優太,福　島,2-1,510円,(2),20250411,11R,前橋,2-1-4,"1,690円",(3)
Ｓ級準決勝,F1,,22,3,7,逃げ,小林　泰正,群　馬,1,マーク,河村　雅章,東　京,3,,松坂　洋平,神奈川,7-1,300円,(1),20250411,12R,前橋,7-1-3,"1,390円",(3)
Ａ級一般,F1,,47,1,5,捲り,緒方慎太朗,熊　本,7,差し,阿部　充宏,山　口,2,,藤原　亮太,岡　山,5-7,"5,220円",(21),20250411,1R,松阪,5-7-2,"20,350円",(72)
Ａ級一般,F1,,47,1,1,差し,河村　章憲,京　都,7,マーク,有賀　高士,石　川,5,,中村　泰輔,和歌山,1-7,430円,(2),20250411,2R,松阪,1-7-5,930円,(2)
Ａ級準決勝,F1,,47,1,2,捲り,松尾　勇吾,熊　本,5,差し,上原　龍,長　野,7,,鈴木　良太,静　岡,2-5,770円,(4),20250411,3R,松阪,2-5-7,"1,600円",(7)
Ａ級準決勝,F1,,47,1,2,差し,舘　泰守,愛　知,3,捲り,野崎　将史,岡　山,7,,米嶋　恵介,岡　山,2-3,"1,330円",(5),20250411,4R,松阪,2-3-7,"2,070円",(6)
Ａ級準決勝,F1,,47,1,1,捲り,伊東　佑晟,三　重,4,差し,植草　亮介,千　葉,5,,西浦　仙哉,三　重,1-4,960円,(3),20250411,5R,松阪,1-4-5,"2,750円",(9)
Ｓ級一般,F1,,47,1,1,捲り,浮島　知稀,群　馬,5,マーク,志村　龍己,山　梨,2,,坂本　修一,岡　山,1-5,370円,(2),20250411,6R,松阪,1-5-2,"1,250円",(4)
Ｓ級一般,F1,,47,1,2,差し,格清　洋介,静　岡,4,差し,松尾信太郎,福　岡,5,,櫻井　学,群　馬,2-4,"1,690円",(7),20250411,7R,松阪,2-4-5,"4,410円",(16)
Ｓ級選抜,F1,,47,1,5,捲り,原田研太朗,徳　島,4,差し,吉田　敏洋,愛　知,1,,森川　大輔,岐　阜,5-4,740円,(3),20250411,8R,松阪,5-4-1,"2,270円",(6)
Ｓ級選抜,F1,,47,1,1,捲り,東　龍之介,神奈川,4,捲り,山根　将太,岡　山,6,,佐々木和紀,神奈川,1-4,"4,020円",(19),20250411,9R,松阪,1-4-6,"17,050円",(69)
Ｓ級準決勝,F1,,47,1,6,差し,木村　皆斗,茨　城,1,差し,村上　博幸,京　都,3,,飯野　祐太,福　島,6-1,830円,(2),20250411,10R,松阪,6-1-3,"2,430円",(3)
Ｓ級準決勝,F1,,47,1,4,差し,村田　雅一,兵　庫,1,捲り,松岡　辰泰,熊　本,7,,青野　将大,神奈川,4-1,"2,980円",(15),20250411,11R,松阪,4-1-7,"19,780円",(63)
Ｓ級準決勝,F1,,47,1,4,捲り,片岡　迪之,岡　山,2,マーク,桑原　大志,山　口,5,,皿屋　豊,三　重,4-2,"3,220円",(9),20250411,12R,松阪,4-2-5,"8,320円",(20)
Ａ級チャレンジ一般,F2,,26,8,7,逃げ,田山　誠,長　崎,4,マーク,濱田昭一郎,鹿児島,6,,長谷　俊昭,岡　山,7-4,520円,(1),20250411,1R,西武園,7-4-6,"16,980円",(51)
Ａ級チャレンジ一般,F2,,26,8,4,差し,佐川　拓也,福　島,7,捲り,荘田　竜斗,大　分,5,,渡邉　正人,福　島,4-7,"4,560円",(18),20250411,2R,西武園,4-7-5,"13,250円",(49)
Ａ級チャレンジ一般,F2,,26,8,3,捲り,奈良　基,宮　城,1,差し,遠澤　健二,神奈川,4,,浦山　一栄,東　京,3-1,"1,010円",(3),20250411,3R,西武園,3-1-4,"5,360円",(18)
