category,grade,kaisai_name,keirin_cd,meeting_icon,pos1_car_no,pos1_decision,pos1_name,pos1_region,pos2_car_no,pos2_decision,pos2_name,pos2_region,pos3_car_no,pos3_decision,pos3_name,pos3_region,quinella,quinella_payout,quinella_popularity,race_date,race_no,track,trifecta,trifecta_payout,trifecta_popularity
Ｓ級一般,G3,,43,1,3,差し,本郷　雄三,熊　本,5,逃げ,高田　修汰,福　井,7,,上吹越直樹,鹿児島,3-5,430円,(1),20250906,1R,岐阜,3-5-7,660円,(1)
Ｓ級一般,G3,,43,1,4,捲り,安倍　大成,埼　玉,6,逃げ,林　敬宏,愛　知,5,,安部　貴之,宮　城,4-6,"5,930円",(20),20250906,2R,岐阜,4-6-5,"14,810円",(37)
Ｓ級一般,G3,,43,1,1,差し,守谷　陽介,岡　山,4,差し,水谷　良和,愛　知,8,,富　弥昭,山　口,1-4,840円,(3),20250906,3R,岐阜,1-4-8,"3,190円",(8)
Ｓ級選抜,G3,,43,1,5,差し,今村麟太郎,高　知,9,差し,大洞　翔平,岐　阜,2,,大塚　玲,神奈川,5-9,"1,110円",(3),20250906,4R,岐阜,5-9-2,"5,120円",(12)
Ｓ級選抜,G3,,43,1,1,捲り,貴志　修己,和歌山,8,マーク,高木　和仁,福　岡,5,,佐藤　一伸,福　島,1-8,"34,640円",(54),20250906,5R,岐阜,1-8-5,"302,530円",(333)
Ｓ級選抜,G3,,43,1,2,差し,片折　亮太,埼　玉,9,差し,石毛　克幸,千　葉,8,,福田　稔希,栃　木,2-9,"1,780円",(6),20250906,6R,岐阜,2-9-8,"6,530円",(14)
Ｓ級特選,G3,,43,1,4,捲り,稲毛　健太,和歌山,2,差し,三谷　政史,奈　良,1,,小倉　竜二,徳　島,4-2,"29,520円",(48),20250906,7R,岐阜,4-2-1,"201,090円",(270)
Ｓ級特選,G3,,43,1,9,差し,松川　高大,熊　本,3,捲り,林　大悟,福　岡,7,,山口　泰生,岐　阜,9-3,"1,460円",(5),20250906,8R,岐阜,9-3-7,"14,820円",(40)
Ｓ級特選,G3,,43,1,3,差し,原井　博斗,福　岡,4,逃げ,坂田　康季,佐　賀,2,,伊藤　信,大　阪,3-4,"2,930円",(12),20250906,9R,岐阜,3-4-2,"22,910円",(72)
Ｓ級準決勝,G3,,43,1,1,差し,園田　匠,福　岡,7,捲り,嘉永　泰斗,熊　本,9,,纐纈　洸翔,愛　知,1-7,"1,480円",(7),20250906,10R,岐阜,1-7-9,"15,650円",(46)
Ｓ級準決勝,G3,,43,1,3,捲り,清水　裕友,山　口,6,マーク,中村　圭志,熊　本,9,,菅田　壱道,宮　城,3-6,"1,820円",(9),20250906,11R,岐阜,3-6-9,"6,580円",(23)
Ｓ級準決勝,G3,,43,1,5,捲り,犬伏　湧也,徳　島,9,差し,村田　雅一,兵　庫,1,,志智　俊夫,岐　阜,5-9,"1,190円",(5),20250906,12R,岐阜,5-9-1,"5,570円",(16)
Ａ級予選,F1,,81,3,6,逃げ,佐藤　啓斗,青　森,3,マーク,外崎　一成,北海道,4,,宗景　祐樹,栃　木,6-3,"1,400円",(5),20250906,1R,小倉,6-3-4,"2,500円",(5)
Ａ級予選,F1,,81,3,1,差し,中井　勇介,大　阪,7,マーク,河村　章憲,京　都,4,,橋本　陸,福　岡,1-7,840円,(4),20250906,2R,小倉,1-7-4,"1,680円",(5)
Ａ級予選,F1,,81,3,5,差し,栗田　万生,千　葉,3,マーク,高橋　秀吉,秋　田,2,,田中　会心,熊　本,5-3,"1,010円",(6),20250906,3R,小倉,5-3-2,"2,240円",(7)
Ａ級予選,F1,,81,3,5,差し,河野　淳吾,神奈川,7,差し,櫻井　丈,静　岡,1,,小坂　丈,茨　城,5-7,"11,990円",(18),20250906,4R,小倉,5-7-1,"15,710円",(28)
Ａ級初日特選,F1,,81,3,3,差し,鷲見　逸喜,岐　阜,1,マーク,小林　令,山　梨,6,,児玉虎之介,岐　阜,3-1,"2,720円",(12),20250906,5R,小倉,3-1-6,"6,360円",(21)
Ｓ級予選,F1,,81,3,4,逃げ,城戸　俊潔,岡　山,3,マーク,濱田　浩司,愛　媛,1,,小林　潤二,群　馬,4-3,580円,(2),20250906,6R,小倉,4-3-1,890円,(2)
Ｓ級予選,F1,,81,3,6,差し,泉　慶輔,宮　城,3,差し,岡本　大嗣,東　京,7,,川口　雄太,徳　島,6-3,"14,960円",(31),20250906,7R,小倉,6-3-7,"76,970円",(146)
Ｓ級予選,F1,,81,3,5,逃げ,青柳　靖起,佐　賀,3,捲り,山本　直,岡　山,1,,山口　敦也,佐　賀,5-3,"1,490円",(4),20250906,8R,小倉,5-3-1,"2,700円",(9)
Ｓ級予選,F1,,81,3,7,差し,中川誠一郎,熊　本,1,逃げ,浅見　隼,福　岡,4,,菅原　晃,大　分,7-1,390円,(2),20250906,9R,小倉,7-1-4,650円,(1)
Ｓ級予選,F1,,81,3,4,捲り,宮本　隼輔,熊　本,7,マーク,上野　優太,熊　本,5,,荒澤　貴史,北海道,4-7,310円,(2),20250906,10R,小倉,4-7-5,"2,820円",(8)
