race_encp,race_date,track,race_no,grade,syumoku,syoriKbn,syusouInfoExistFlg,yudoSensyuName,raceResult1Syaban,raceResult2Syaban,backCnt1Syaban,backCnt2Syaban,lastUpdateTime
4y6dPhGvcrSladdkbHuti39l51g_8Gc1gjrY6gDXr2McOyojZ94fS9fv8sCXINcp,20240701,いわき平,1,F1,Ａ級一般,1,1,松本　昌士,4,3,"4,5",,2024/07/01 07:05&nbsp;更新
4y6dPhGvcrSladdkbHutixJ-F5dP1X_h8AtssGpkYhKLPwNvhbjnVOSXj6_CySXy,20240701,いわき平,2,F1,Ａ級一般,1,1,井上　公利,5,1,2,1,2024/07/01 07:05&nbsp;更新
4y6dPhGvcrSladdkbHuti_39fMqI6fMKc6swN98-StZRZIs2M8AhlJ5176evaT17,20240701,いわき平,3,F1,Ａ級特選,1,1,岡部　芳幸,2,3,3,2,2024/07/01 07:05&nbsp;更新
4y6dPhGvcrSladdkbHuti28zCS-9_LLt1iuSt-YQa5Q9Jds5Nu_roMfXeRp3cghB,20240701,いわき平,4,F1,Ａ級特選,1,1,松本　昌士,4,2,3,"1,6",2024/07/01 07:05&nbsp;更新
4y6dPhGvcrSladdkbHuti93tr3ifTSV7KgCfVB9gDr2U97SdTUsBl1DCUC8lml5z,20240701,いわき平,5,F1,Ｌ級ガールズ一般,1,1,井上　公利,4,1,4,3,2024/07/01 07:05&nbsp;更新
4y6dPhGvcrSladdkbHuti1NxxDUM7HYcGMncMmtnoG48deV_JR-ulaumuN6Wjfya,20240701,いわき平,6,F1,Ｓ級一般,1,1,庄子　信弘,2,5,2,4,2024/07/01 07:05&nbsp;更新
4y6dPhGvcrSladdkbHuti5eWQ2ExOEvNmq-QesB1nRz3R7LVaMCe8xw66UbgLlno,20240701,いわき平,7,F1,Ｓ級一般,1,1,阿部　力也,1,7,7,6,2024/07/01 07:05&nbsp;更新
4y6dPhGvcrSladdkbHuti9XjZDysHAEpsbtbPD5eSQJUUG6lHHIUFFrMV0fHzH8a,20240701,いわき平,8,F1,Ｓ級特選,1,1,岡部　芳幸,7,3,5,2,2024/07/01 07:05&nbsp;更新
4y6dPhGvcrSladdkbHuti6_tRMhkmabu7K6aUpK6U_u90wJ4YPEhL-2m6Tsyf2jn,20240701,いわき平,9,F1,Ｓ級特選,1,1,庄子　信弘,4,2,3,2,2024/07/01 07:05&nbsp;更新
4y6dPhGvcrSladdkbHuti8J2eh6RjsZL5KrcLb1LKKX7l3rVNzYaK_dH1mJKDvUj,20240701,いわき平,10,F1,Ｌ級ガールズ決勝,1,1,松本　昌士,1,5,6,7,2024/07/01 07:05&nbsp;更新
4y6dPhGvcrSladdkbHutixHreqhJH3mqmUz8lOG1nrcDazp5hnTgj2TdNpTHLAWr,20240701,いわき平,11,F1,Ａ級決勝,1,1,井上　公利,7,5,2,"3,4",2024/07/01 07:05&nbsp;更新
4y6dPhGvcrSladdkbHuti0AuuAdDWwJB_2u5s8SmWcGYhUGV-fJG4g1roqDDPCQm,20240701,いわき平,12,F1,Ｓ級決勝,1,1,阿部　力也,4,1,7,2,2024/07/01 07:05&nbsp;更新
KdPfCzgr_bjYPlF2dPAus96v3jvN3ReXvQJ1SZiaIASPL9NXat15obBOlnyFUtYa,20240701,豊橋,1,F1,Ａ級予選,1,1,疋田　敏,5,3,1,"4,6",2024/07/01 07:05&nbsp;更新
KdPfCzgr_bjYPlF2dPAus3Rb1q6dl-5T7XdpxXe2nAY8Z81wJrb8jRz8LxtTWt_w,20240701,豊橋,2,F1,Ａ級予選,1,1,山口　智弘,4,5,5,6,2024/07/01 07:05&nbsp;更新
KdPfCzgr_bjYPlF2dPAus2TXnRgl0zNJ3M02kw10oTrwgJenqxEGUSlMHwsEwQ1F,20240701,豊橋,3,F1,Ａ級予選,1,1,富安　保充,3,4,7,3,2024/07/01 07:05&nbsp;更新
KdPfCzgr_bjYPlF2dPAus3R8FIDPuMSR-x7kyIZ-l_r4confgNSr4XSI3h4SsrO7,20240701,豊橋,4,F1,Ａ級予選,1,1,吉田　健市,2,7,7,2,2024/07/01 07:05&nbsp;更新
KdPfCzgr_bjYPlF2dPAus0NKGr-01K5Df8zDDWscVfAr8F5MAJpg2DL7DyH9lWWI,20240701,豊橋,5,F1,Ａ級初日特選,1,1,山口　智弘,3,4,2,3,2024/07/01 07:05&nbsp;更新
KdPfCzgr_bjYPlF2dPAus3715H6F0jRf2R9sIy6CIVaLMfQqE8MQJv3gHBBtAIqB,20240701,豊橋,6,F1,Ｌ級ガールズ予選（第１走）,1,1,牛田樹希斗,4,5,4,5,2024/07/01 07:05&nbsp;更新
KdPfCzgr_bjYPlF2dPAus-VsP5DxU7RxQ07qbMcSI00moCfCLCFZjaFK7goCJWe0,20240701,豊橋,7,F1,Ｌ級ガールズ予選（第１走）,1,1,疋田　敏,6,1,1,6,2024/07/01 07:05&nbsp;更新
KdPfCzgr_bjYPlF2dPAuszzds2LM4W01PjNuYTTcQxyN59ukC0Nu8RMyvy3FKoO0,20240701,豊橋,8,F1,Ｓ級予選,1,1,吉田　健市,1,5,"2,7",,2024/07/01 07:05&nbsp;更新
KdPfCzgr_bjYPlF2dPAus_jaAMXXS9rRRmd66u4S3uHOprLeMAV3sNw5QwNiMMCM,20240701,豊橋,9,F1,Ｓ級予選,1,1,牛田樹希斗,5,4,5,1,2024/07/01 07:05&nbsp;更新
KdPfCzgr_bjYPlF2dPAuswJtM24yYywFZ2BaIRVPAG-s-BINqK6-s7v5jrTYy0e8,20240701,豊橋,10,F1,Ｓ級予選,1,1,富安　保充,1,7,5,6,2024/07/01 07:05&nbsp;更新
KdPfCzgr_bjYPlF2dPAus5BI7pSwx0gw98uT10pVX05dKzHPdmO0NRZhJ4G7b-G7,20240701,豊橋,11,F1,Ｓ級予選,1,1,山口　智弘,1,2,1,4,2024/07/01 07:05&nbsp;更新
KdPfCzgr_bjYPlF2dPAus9CCFkeykJM_cOuSDJPlTYbFogA_dVW8c0j-evmBnyPT,20240701,豊橋,12,F1,Ｓ級初日特選,1,1,吉田　健市,4,1,4,1,2024/07/01 07:05&nbsp;更新
lrrgkIOCNWMkGpMAgnwNNquio8sCFQhzZhjSdGMRuBXTTO8RycZpH1ZUUT8_uUZz,20240701,奈良,1,F1,Ａ級一般,1,1,伊狩　知人,4,3,7,6,2024/07/01 07:05&nbsp;更新
lrrgkIOCNWMkGpMAgnwNNqZZnyv5Snwt9qIsfB9HmaEPk__qt1mWeeuPYHP7QJXT,20240701,奈良,2,F1,Ａ級一般,1,1,岡崎　和久,2,5,7,4,2024/07/01 07:05&nbsp;更新
lrrgkIOCNWMkGpMAgnwNNh-9SyxTynTZccb_HQ1OPWV1zDH47Xuhnj4uHl7sxzXc,20240701,奈良,3,F1,Ａ級準決勝,1,1,野口　正則,7,4,2,3,2024/07/01 07:05&nbsp;更新
lrrgkIOCNWMkGpMAgnwNNmvWGPSkS7SyuXg2dBV0uJcAvhuv-1nRljlcKuV2JheF,20240701,奈良,4,F1,Ａ級準決勝,1,1,栗山　俊介,1,2,1,5,2024/07/01 07:05&nbsp;更新
lrrgkIOCNWMkGpMAgnwNNpCbXTc3pgbWZO3cwe6Xpa4GS-D7o5JuR6C45XU77i7v,20240701,奈良,5,F1,Ａ級準決勝,1,1,大井　啓世,1,7,1,7,2024/07/01 07:05&nbsp;更新
lrrgkIOCNWMkGpMAgnwNNldc68s-kgSsFnQV6FGv6Z6UjGaXaB7hxIoHn-LymkOY,20240701,奈良,6,F1,Ｌ級ガールズ予選（第２走）,1,1,伊狩　知人,6,3,7,4,2024/07/01 07:05&nbsp;更新
lrrgkIOCNWMkGpMAgnwNNn4FZ9ZQ9vO6elCHIZknuYStJVtdi0NKQCWmJ5gyzJOQ,20240701,奈良,7,F1,Ｌ級ガールズ予選（第２走）,1,1,岡崎　和久,4,3,3,"2,4",2024/07/01 07:05&nbsp;更新
lrrgkIOCNWMkGpMAgnwNNi6AU9ADTNx4w2mJ9wyDiwVdGp6ad6GpzgzzyBk1tP-Z,20240701,奈良,8,F1,Ｓ級一般,1,1,野口　正則,2,7,7,1,2024/07/01 07:05&nbsp;更新
lrrgkIOCNWMkGpMAgnwNNohAOdM27ZDTzQifeD7RvrSUlr6WfxB6zoaqEw7CO05o,20240701,奈良,9,F1,Ｓ級一般,1,1,栗山　俊介,7,3,6,1,2024/07/01 07:05&nbsp;更新
lrrgkIOCNWMkGpMAgnwNNrZuwX7w3Xpws4ilmNRyvfZAm4Ty8-039v33j4hoEjGz,20240701,奈良,10,F1,Ｓ級準決勝,1,1,大井　啓世,3,7,4,5,2024/07/01 07:05&nbsp;更新
lrrgkIOCNWMkGpMAgnwNNqx9yvIq2xw4s53opIp_MsACxFYYGBxOF81t2YjGfj-3,20240701,奈良,11,F1,Ｓ級準決勝,1,1,野口　正則,5,4,2,5,2024/07/01 07:05&nbsp;更新
lrrgkIOCNWMkGpMAgnwNNooVkbFJYIKoCYGnMdaMvA9x4vOLU2pja2RnpQr1Iz2P,20240701,奈良,12,F1,Ｓ級準決勝,1,1,栗山　俊介,4,2,3,7,2024/07/01 07:05&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQtKbooiCJ_MI_59Nv6msDPEJd3SPnLNfjcrZX2J9vfnk,20240701,高松,1,F1,Ａ級一般,1,1,大林　亮介,1,2,4,5,2024/07/01 07:05&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQmhW_uY9r1PUk8wlgjZdyx3r3wAiQXFwNbszWWNgQVN_,20240701,高松,2,F1,Ａ級一般,1,1,清水　邦章,3,5,4,2,2024/07/01 07:05&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQmEwycQAC3ZI0INyOJg1hp9XZ9M7orEo0M5EsUr263ex,20240701,高松,3,F1,Ａ級準決勝,1,1,森安　崇之,2,1,4,5,2024/07/01 07:05&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQjD5vtT1YxwiUmOTQE2vicxSFHDycs1L5sMZR5_Fnau0,20240701,高松,4,F1,Ａ級準決勝,1,1,渋谷　海,4,2,3,2,2024/07/01 07:05&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQgyJKgBBX4Hc9CmhcQNFClYFa7K_JuldlaKWgiEFY9OT,20240701,高松,5,F1,Ａ級準決勝,1,1,池田　憲昭,2,7,2,6,2024/07/01 07:05&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQqyyCAjkov3dKB7zcGyW6cDE82IqCHEVjRkxTGch3710,20240701,高松,6,F1,Ｌ級ガールズ予選（第２走）,1,1,大林　亮介,2,7,1,2,2024/07/01 07:05&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQrwxwEUBWOGnFJusLIor_eHzlipL5Edlzrth3I3WPrpF,20240701,高松,7,F1,Ｌ級ガールズ予選（第２走）,1,1,清水　邦章,7,6,7,6,2024/07/01 07:05&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQum5FQqgzrKLa_tYwS75fN96OdozIJA3c9JcXDQgaQXy,20240701,高松,8,F1,Ｓ級一般,1,1,森安　崇之,3,5,7,6,2024/07/01 07:05&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQsSlRupoVO5m7rb8_jHX0EkMxIDkKDdQmSzKRRplpLe3,20240701,高松,9,F1,Ｓ級一般,1,1,渋谷　海,2,5,5,7,2024/07/01 07:05&nbsp;更新
