category,grade,kaisai_name,keirin_cd,meeting_icon,pos1_car_no,pos1_decision,pos1_name,pos1_region,pos2_car_no,pos2_decision,pos2_name,pos2_region,pos3_car_no,pos3_decision,pos3_name,pos3_region,quinella,quinella_payout,quinella_popularity,race_date,race_no,track,trifecta,trifecta_payout,trifecta_popularity
Ｓ級選抜,G3,,11,3,3,差し,佐藤　龍二,神奈川,8,マーク,小林　圭介,茨　城,9,,鈴木　浩太,千　葉,3-8,"1,550円",(7),20240517,1R,函館,3-8-9,"4,600円",(9)
Ｓ級選抜,G3,,11,3,5,捲り,寺沼　拓摩,東　京,1,マーク,志村　太賀,山　梨,9,,鰐淵　圭佑,群　馬,5-1,940円,(3),20240517,2R,函館,5-1-9,"3,120円",(5)
Ｓ級選抜,G3,,11,3,9,捲り,田中　大我,奈　良,7,差し,石毛　克幸,千　葉,1,,菅原　大也,神奈川,9-7,"3,050円",(10),20240517,3R,函館,9-7-1,"7,700円",(17)
Ｓ級選抜,G3,,11,3,1,差し,萩原　孝之,静　岡,9,捲り,堀内　俊介,神奈川,3,,佐伯　翔,福　島,1-9,540円,(1),20240517,4R,函館,1-9-3,"9,890円",(27)
Ｓ級選抜,G3,,11,3,4,差し,大野　悟郎,大　分,1,捲り,久米　康平,徳　島,7,,島田　竜二,熊　本,4-1,"8,620円",(23),20240517,5R,函館,4-1-7,"17,710円",(39)
Ｓ級二次予選,G3,,11,3,1,差し,岩津　裕介,岡　山,5,差し,東口　善朋,和歌山,7,,町田　太我,広　島,1-5,"1,600円",(5),20240517,6R,函館,1-5-7,"2,880円",(7)
Ｓ級二次予選,G3,,11,3,2,捲り,松井　宏佑,神奈川,5,マーク,松坂　洋平,神奈川,9,,小林　泰正,群　馬,2-5,760円,(4),20240517,7R,函館,2-5-9,"2,040円",(4)
Ｓ級二次予選,G3,,11,3,9,逃げ,新山　響平,青　森,5,マーク,渡邉　一成,福　島,1,,川津　悠揮,北海道,9-5,440円,(2),20240517,8R,函館,9-5-1,950円,(2)
Ｓ級二次予選,G3,,11,3,7,逃げ,高橋　晋也,福　島,1,マーク,渡部　幸訓,福　島,2,,山口　拳矢,岐　阜,7-1,"2,610円",(9),20240517,9R,函館,7-1-2,"8,970円",(29)
Ｓ級二次予選,G3,,11,3,9,差し,守澤　太志,秋　田,2,逃げ,眞杉　匠,栃　木,5,,永澤　剛,青　森,9-2,300円,(2),20240517,10R,函館,9-2-5,440円,(2)
Ｓ級二次予選,G3,,11,3,5,逃げ,郡司　浩平,神奈川,1,マーク,佐藤慎太郎,福　島,7,,菊池　岳仁,長　野,5-1,180円,(1),20240517,11R,函館,5-1-7,"3,120円",(6)
Ｓ級二次予選,G3,,11,3,3,捲り,古性　優作,大　阪,9,マーク,三谷　竜生,奈　良,1,,小倉　竜二,徳　島,3-9,180円,(1),20240517,12R,函館,3-9-1,480円,(1)
Ａ級一般,F1,,55,1,2,逃げ,岩城　佑典,愛　知,4,マーク,前田　拓也,大　阪,5,,木本　賢二,大　阪,2-4,"1,180円",(4),20240517,1R,和歌山,2-4-5,"1,910円",(5)
Ａ級一般,F1,,55,1,5,差し,久保　光司,佐　賀,2,逃げ,高井　流星,岡　山,3,,白川　有司,福　岡,5-2,"2,110円",(8),20240517,2R,和歌山,5-2-3,"9,910円",(33)
Ａ級特選,F1,,55,1,3,捲り,長松　空吾,大　分,7,差し,石坂　永伍,岡　山,1,,西本　直大,大　阪,3-7,"2,280円",(9),20240517,3R,和歌山,3-7-1,"12,690円",(41)
