race_encp,race_date,track,race_no,grade,syumoku,syabanBgColorInfo,syabanCharColorInfo,syaban,wakuban,sensyuRegistNo,sensyuName,ketujyouTuikaHojyuColorInfo,ketujyouTuikaHojyu,huKen,prevKyuhan,kyuhan,kyakusitu,heikinTokuten,nigeCnt,makuriCnt,sasiCnt,markCnt,backCnt
6WBVJpA-uKT9ycVIuSeDZuxg3j2nh098BCP_KDBBNc21-96tXmql5h8p9I8EiEMH,20240215,西武園,1,F1,Ａ級一般,base_color_1_bk,base_color_1,1,,014227,緒方　剛,,,埼　玉,A2,A2,追,80.16,0,0,3,1,0
6WBVJpA-uKT9ycVIuSeDZuxg3j2nh098BCP_KDBBNc21-96tXmql5h8p9I8EiEMH,20240215,西武園,1,F1,Ａ級一般,base_color_2_bk,base_color_2,2,,014297,田中　勝仁,,,千　葉,A2,A2,両,81.51,3,0,2,1,6
6WBVJpA-uKT9ycVIuSeDZuxg3j2nh098BCP_KDBBNc21-96tXmql5h8p9I8EiEMH,20240215,西武園,1,F1,Ａ級一般,base_color_3_bk,base_color_3,3,,013232,柳　充,,,青　森,A2,A2,追,79.33,0,0,0,0,0
6WBVJpA-uKT9ycVIuSeDZuxg3j2nh098BCP_KDBBNc21-96tXmql5h8p9I8EiEMH,20240215,西武園,1,F1,Ａ級一般,base_color_4_bk,base_color_4,4,,014669,植木　和広,,,神奈川,A1,A2,追,80.89,0,0,3,1,0
6WBVJpA-uKT9ycVIuSeDZuxg3j2nh098BCP_KDBBNc21-96tXmql5h8p9I8EiEMH,20240215,西武園,1,F1,Ａ級一般,base_color_5_bk,base_color_5,5,,014058,佐藤　謙,,,栃　木,A3,A2,追,77.50,1,0,11,2,0
6WBVJpA-uKT9ycVIuSeDZpBdCBqSu5LITm4ezHnbZHci5szmhzgrgp39-bdhUyvp,20240215,西武園,2,F1,Ａ級一般,base_color_1_bk,base_color_1,1,,014832,宮西　翼,,,石　川,A1,A1,両,77.00,0,0,0,0,0
6WBVJpA-uKT9ycVIuSeDZpBdCBqSu5LITm4ezHnbZHci5szmhzgrgp39-bdhUyvp,20240215,西武園,2,F1,Ａ級一般,base_color_2_bk,base_color_2,2,,013175,峠　祐介,color_blue,補充,埼　玉,A1,A2,追,83.60,0,0,3,2,0
6WBVJpA-uKT9ycVIuSeDZpBdCBqSu5LITm4ezHnbZHci5szmhzgrgp39-bdhUyvp,20240215,西武園,2,F1,Ａ級一般,base_color_3_bk,base_color_3,3,,012966,石川　英昭,,,静　岡,A2,A2,追,78.87,0,0,1,0,0
6WBVJpA-uKT9ycVIuSeDZpBdCBqSu5LITm4ezHnbZHci5szmhzgrgp39-bdhUyvp,20240215,西武園,2,F1,Ａ級一般,base_color_4_bk,base_color_4,4,,012345,幸田　光博,,,栃　木,A2,A2,追,80.12,0,0,1,0,0
6WBVJpA-uKT9ycVIuSeDZpBdCBqSu5LITm4ezHnbZHci5szmhzgrgp39-bdhUyvp,20240215,西武園,2,F1,Ａ級一般,base_color_5_bk,base_color_5,5,,015357,藤井　稜也,,,岐　阜,A2,A2,逃,81.33,0,2,1,1,2
6WBVJpA-uKT9ycVIuSeDZpBdCBqSu5LITm4ezHnbZHci5szmhzgrgp39-bdhUyvp,20240215,西武園,2,F1,Ａ級一般,base_color_6_bk,base_color_6,6,,014019,長崎　達也,color_blue,追加,神奈川,A3,A2,両,73.75,1,2,3,3,1
6WBVJpA-uKT9ycVIuSeDZnOhhrMx-pEAE29pTVdSIoLU89-gJWTutKVsgdM8_yCu,20240215,西武園,3,F1,Ａ級特選,base_color_1_bk,base_color_1,1,,013570,加藤　寛治,color_blue,追加,愛　知,S2,A1,両,93.20,0,0,4,3,0
6WBVJpA-uKT9ycVIuSeDZnOhhrMx-pEAE29pTVdSIoLU89-gJWTutKVsgdM8_yCu,20240215,西武園,3,F1,Ａ級特選,base_color_2_bk,base_color_2,2,,013879,伊豆田浩人,,,神奈川,S2,A1,追,93.96,0,0,0,4,0
6WBVJpA-uKT9ycVIuSeDZnOhhrMx-pEAE29pTVdSIoLU89-gJWTutKVsgdM8_yCu,20240215,西武園,3,F1,Ａ級特選,base_color_3_bk,base_color_3,3,,014951,後藤　祐貴,,,兵　庫,A1,A2,逃,87.71,4,3,1,0,10
6WBVJpA-uKT9ycVIuSeDZnOhhrMx-pEAE29pTVdSIoLU89-gJWTutKVsgdM8_yCu,20240215,西武園,3,F1,Ａ級特選,base_color_4_bk,base_color_4,4,,013729,堺　文人,,,和歌山,A1,A1,追,86.86,0,1,5,2,0
