race_encp,race_date,track,race_no,grade,syumoku,syoriKbn,syusouInfoExistFlg,yudoSensyuName,raceResult1Syaban,raceResult2Syaban,backCnt1Syaban,backCnt2Syaban,lastUpdateTime
qQlbyTiWMbEgIybozeD1-SGtHCzNnT0VUb_WBfnyDtDkWNYM6ZXtGoW0_e93nGWA,20240201,静岡,1,G3,Ｓ級一次予選,1,1,中井　達郎,7,1,4,1,2024/02/01 07:02&nbsp;更新
qQlbyTiWMbEgIybozeD1-eNRm70tJEpVljoQQYY0cz45sqFu730MrPy9gb6YUns6,20240201,静岡,2,G3,Ｓ級一次予選,1,1,平田　徹,3,1,7,9,2024/02/01 07:02&nbsp;更新
qQlbyTiWMbEgIybozeD1-TR4aBIVDgg83TwtWdLpURX1-kZGiDxbYISCDZo98RSq,20240201,静岡,3,G3,Ｓ級一次予選,1,1,増田　利明,2,5,2,"4,7",2024/02/01 07:02&nbsp;更新
qQlbyTiWMbEgIybozeD1-URFnGjzQxSi4_sjtQm4yTwkE-Xw0RvzRIJJ23a4fdtw,20240201,静岡,4,G3,Ｓ級一次予選,1,1,中井　達郎,9,2,7,3,2024/02/01 07:02&nbsp;更新
qQlbyTiWMbEgIybozeD1-QF4l8xA3cbJ_wo15oIRCJ-v9MdpljsY7YADJ3b7itSx,20240201,静岡,5,G3,Ｓ級一次予選,1,1,望月　永悟,5,2,9,1,2024/02/01 07:02&nbsp;更新
qQlbyTiWMbEgIybozeD1-RyKKRRS2ddPpkH-1PncdghQZH4JrpMLS2bc6frOTyjC,20240201,静岡,6,G3,Ｓ級一次予選,1,1,平田　徹,1,5,5,2,2024/02/01 07:02&nbsp;更新
qQlbyTiWMbEgIybozeD1-XayeminmnvsdzwhdhiAbaBxUbyN7mbAi1chpBn5Ygb9,20240201,静岡,7,G3,Ｓ級一次予選,1,1,中井　達郎,7,1,1,4,2024/02/01 07:02&nbsp;更新
qQlbyTiWMbEgIybozeD1-Xp6F6E7B3RNealJhDoX1f_TE5_bq8w1WQk-wBml2TkH,20240201,静岡,8,G3,Ｓ級一次予選,1,1,二藤　元太,7,9,8,9,2024/02/01 07:02&nbsp;更新
qQlbyTiWMbEgIybozeD1-RgJ1xgxCcdU_kSxwNAcm11LafHHNJtIgr0Ml2b9N9_g,20240201,静岡,9,G3,Ｓ級一次予選,1,1,平田　徹,5,1,4,2,2024/02/01 07:02&nbsp;更新
qQlbyTiWMbEgIybozeD1-daFpQiyOi8JrNAXVe7oqyWAy-XhZqLyQSof-iMDlqSm,20240201,静岡,10,G3,Ｓ級一次予選,1,1,増田　利明,9,3,5,9,2024/02/01 07:02&nbsp;更新
qQlbyTiWMbEgIybozeD1-Qu25_5oTAd_bBboxiexUNeCG9qOcWYI0KBuEIn1k0Es,20240201,静岡,11,G3,Ｓ級一次予選,1,1,二藤　元太,7,5,7,9,2024/02/01 07:02&nbsp;更新
qQlbyTiWMbEgIybozeD1-ZdyInKi4ozdsjMzOP3Ihctyb5MabYLUJ3nPi681Cypt,20240201,静岡,12,G3,Ｓ級初日特選,1,1,望月　永悟,2,9,"1,6",,2024/02/01 07:02&nbsp;更新
