race_encp,race_date,track,race_no,grade,syumoku,syoriKbn,syusouInfoExistFlg,yudoSensyuName,raceResult1Syaban,raceResult2Syaban,backCnt1Syaban,backCnt2Syaban,lastUpdateTime
4y6dPhGvcrSladdkbHutixwkTy6-Fg4I_vTdhROZxZ7py3xxWdXzR1Ts_85rxiIG,20240128,いわき平,1,G3,Ｓ級一般,1,1,平沼　由充,2,5,7,5,2024/01/28 07:02&nbsp;更新
4y6dPhGvcrSladdkbHuti06ihcC2dApe1oMGzVo2-8SrdYzF1cLNBk-oJsH7ngmA,20240128,いわき平,2,G3,Ｓ級一般,1,1,三澤　康人,1,2,2,"4,6",2024/01/28 07:02&nbsp;更新
4y6dPhGvcrSladdkbHuti_hk9638L3eA81WNcLupmQfT68KxSXSJddTmFHgC0zMD,20240128,いわき平,3,G3,Ｓ級一般,1,1,真船圭一郎,5,1,6,"1,5",2024/01/28 07:02&nbsp;更新
4y6dPhGvcrSladdkbHutiy_RjHcY4a2myWR-Ht_0TUIBVEc76xh52ZwRiPNEZMmm,20240128,いわき平,4,G3,Ｓ級選抜,1,1,齋藤登志信,5,1,9,2,2024/01/28 07:02&nbsp;更新
4y6dPhGvcrSladdkbHuti0bRTrm9XMzqY45sY9vJpV6Jq023Vc-dzNetRgeXk-Vr,20240128,いわき平,5,G3,Ｓ級選抜,1,1,平沼　由充,2,5,6,1,2024/01/28 07:02&nbsp;更新
4y6dPhGvcrSladdkbHutiwqWa6aIQO_vQgXAL5Qivz6_bm5OjjKhvKbJNAKLqcOv,20240128,いわき平,6,G3,Ｓ級選抜,1,1,保科　千春,7,2,8,7,2024/01/28 07:02&nbsp;更新
4y6dPhGvcrSladdkbHuti4SvjBxh3eXXXt0F2MKhWhVzKAia6dKQO1X5g9HNyE6W,20240128,いわき平,7,G3,Ｓ級特選,1,1,齋藤登志信,2,9,5,7,2024/01/28 07:02&nbsp;更新
4y6dPhGvcrSladdkbHutixyGWq6j9jXxR87IFxWkGQuraMj2Agfym0oH6mTYdjsx,20240128,いわき平,8,G3,Ｓ級特選,1,1,三澤　康人,3,5,5,8,2024/01/28 07:02&nbsp;更新
4y6dPhGvcrSladdkbHutixEsDYI3fVRbyVQtUdsDJjf93cgX6BF9iY09kqHn5Ryl,20240128,いわき平,9,G3,Ｓ級特選,1,1,平沼　由充,1,7,6,"2,3",2024/01/28 07:02&nbsp;更新
4y6dPhGvcrSladdkbHuti6Api8lwtSR5SI5n_Oz5cVL6ObJsTW-sZoTjUlxJQKs0,20240128,いわき平,10,G3,Ｓ級特別優秀,1,1,真船圭一郎,1,9,9,7,2024/01/28 07:02&nbsp;更新
4y6dPhGvcrSladdkbHuti-W1PMsAZ60PAAVc5J7BT96PbXTP1-4BXc8UupDIAgZQ,20240128,いわき平,11,G3,Ｓ級特別優秀,1,1,齋藤登志信,1,2,8,7,2024/01/28 07:02&nbsp;更新
4y6dPhGvcrSladdkbHuti-2tdYG9YPem_1PMb5jDaH3DDwjwDu56UtHDZIw42Tjo,20240128,いわき平,12,G3,Ｓ級決勝,1,1,保科　千春,9,5,"1,5",,2024/01/28 07:02&nbsp;更新
4YDG_8c_ujN7jm5c2eSyjVkzt5aTgwWas0qmvr19RTUR8DLShQRQh11d7FLjMqQt,20240128,名古屋,1,F1,Ａ級予選,1,1,水谷　将司,4,1,5,"3,6",2024/01/28 07:02&nbsp;更新
4YDG_8c_ujN7jm5c2eSyjQTQ0BiKIEMc6Ol7sZaP9dHjhYjmU7YLV7yL_HSceE4H,20240128,名古屋,2,F1,Ａ級予選,1,1,臼井　昌巨,2,1,3,2,2024/01/28 07:02&nbsp;更新
4YDG_8c_ujN7jm5c2eSyjQ4zIIiJO0Khy5dtof_DoMXoosUxVXEqcT5rKJaic66k,20240128,名古屋,3,F1,Ａ級予選,1,1,清水　広幸,4,1,1,2,2024/01/28 07:02&nbsp;更新
4YDG_8c_ujN7jm5c2eSyjQw_DdEWQQhyjv9NhegaMhfl7Cs1GOourXvBoARJrn7q,20240128,名古屋,4,F1,Ａ級予選,1,1,小川　将人,5,7,5,1,2024/01/28 07:02&nbsp;更新
4YDG_8c_ujN7jm5c2eSyjRA0O4JfL35oeIVfRQ3PD-3QC58HNF9iIoox44hH1Bxw,20240128,名古屋,5,F1,Ａ級初日特選,1,1,水谷　将司,3,2,4,5,2024/01/28 07:02&nbsp;更新
4YDG_8c_ujN7jm5c2eSyjQPelZ93oFvP_f4_Aa46okYR4J2t1C_VCEwNJLNH7k2P,20240128,名古屋,6,F1,Ｓ級予選,1,1,朝日　勇,1,5,3,"1,5,7",2024/01/28 07:02&nbsp;更新
4YDG_8c_ujN7jm5c2eSyjRNPun04U7gXzS1JlXPAgBWA-pO3TQVAJro47jNdB4fm,20240128,名古屋,7,F1,Ｓ級予選,1,1,清水　広幸,1,5,3,4,2024/01/28 07:02&nbsp;更新
4YDG_8c_ujN7jm5c2eSyjcKKpe6gVnjk1owX7g8PPOK_-kZ79TyJIkRDPTtMLA8k,20240128,名古屋,8,F1,Ｓ級予選,1,1,小川　将人,4,3,1,4,2024/01/28 07:02&nbsp;更新
4YDG_8c_ujN7jm5c2eSyjU5FBspIV98mCeu-UG1VTP1pOp4xnxXlc54Osz5tbpTs,20240128,名古屋,9,F1,Ｓ級予選,1,1,臼井　昌巨,3,7,1,7,2024/01/28 07:02&nbsp;更新
4YDG_8c_ujN7jm5c2eSyjeq4OVuqQ2FtJh-z4JeTe2t0e_KVSgZaJ7omZQUyB1fO,20240128,名古屋,10,F1,Ｓ級予選,1,1,朝日　勇,1,7,7,4,2024/01/28 07:02&nbsp;更新
4YDG_8c_ujN7jm5c2eSyjfDEDqlDN7GKsIYhQbDkTGFDpIlmuKD-gV3qquTEr2kI,20240128,名古屋,11,F1,Ｓ級予選,1,1,清水　広幸,5,2,5,1,2024/01/28 07:02&nbsp;更新
4YDG_8c_ujN7jm5c2eSyjV2MvtpDAcTFy9_7m6RIsm7tHV8UB-goqXkTWjQFtjCx,20240128,名古屋,12,F1,Ｓ級初日特選,1,1,小川　将人,1,5,5,3,2024/01/28 12:35&nbsp;更新
dTawFXGT895LEmEj4dpxjn9q-Q8f0oef2lI2ZI5Z3ZfLvwJ0_1yHX7GB4RdkKR5z,20240128,久留米,1,F1,Ａ級一般,1,1,楢原　由将,5,2,"5,7",,2024/01/28 07:02&nbsp;更新
dTawFXGT895LEmEj4dpxjgtNAQagHeEoAJ2bMCTyuR5wXSN-jod3iAs0MKMVB62j,20240128,久留米,2,F1,Ａ級一般,1,1,竹内　真一,2,1,2,,2024/01/28 07:02&nbsp;更新
dTawFXGT895LEmEj4dpxjvuXN1lJy4-I6QwC3n-IxcrtMAmFlDSxcHwMpdilLmAK,20240128,久留米,3,F1,Ａ級特選,1,1,吉良　勝信,3,7,5,7,2024/01/28 07:02&nbsp;更新
dTawFXGT895LEmEj4dpxjvNw0ArX11W6GJji0s2Zq6eB_gYUFZEyZ3MB_E5zu95z,20240128,久留米,4,F1,Ａ級特選,1,1,楢原　由将,2,4,1,6,2024/01/28 07:02&nbsp;更新
dTawFXGT895LEmEj4dpxjprfoFpoDhbQivxuu59I2JS-Uw1Vw9PMqCV1F7HHReSh,20240128,久留米,5,F1,Ｓ級一般,1,1,高木　和仁,7,3,7,1,2024/01/28 07:02&nbsp;更新
dTawFXGT895LEmEj4dpxjmwqzorbNZQto8rh_CoPCXDWUX8zUODJ2tgShh9dDnRH,20240128,久留米,6,F1,Ｓ級一般,1,1,梶山裕次郎,1,5,7,5,2024/01/28 07:02&nbsp;更新
