category,grade,kaisai_name,keirin_cd,meeting_icon,pos1_car_no,pos1_decision,pos1_name,pos1_region,pos2_car_no,pos2_decision,pos2_name,pos2_region,pos3_car_no,pos3_decision,pos3_name,pos3_region,quinella,quinella_payout,quinella_popularity,race_date,race_no,track,trifecta,trifecta_payout,trifecta_popularity
Ａ級一般,F1,,51,1,4,差し,堂村　知哉,福　井,2,逃げ,丹波　孝佑,大　阪,1,,中西　司,神奈川,4-2,450円,(2),20240920,1R,福井,4-2-1,780円,(2)
Ａ級一般,F1,,51,1,5,捲り,栗田　雄矢,静　岡,4,逃げ,善利　裕生,滋　賀,3,,相澤　恵一,宮　城,5-4,"4,920円",(16),20240920,2R,福井,5-4-3,"33,600円",(87)
Ａ級特選,F1,,51,1,7,捲り,児玉虎之介,岐　阜,1,マーク,飯田　辰哉,千　葉,6,,木村　浩宣,香　川,7-1,"1,700円",(6),20240920,3R,福井,7-1-6,"32,980円",(107)
Ａ級特選,F1,,51,1,1,逃げ,小松原正登,福　井,7,マーク,谷口　友真,大　阪,5,,福田　要,宮　崎,1-7,730円,(2),20240920,4R,福井,1-7-5,"2,210円",(7)
Ｓ級一般,F1,,51,1,4,差し,原　大智,宮　城,6,逃げ,日高　裕太,静　岡,3,,佐藤　龍二,神奈川,4-6,"11,540円",(23),20240920,5R,福井,4-6-3,"31,140円",(68)
Ｓ級一般,F1,,51,1,4,差し,小堺　浩二,石　川,5,捲り,米嶋　恵介,岡　山,1,,鷲田　佳史,福　井,4-5,"1,330円",(5),20240920,6R,福井,4-5-1,"3,840円",(15)
Ｓ級一般,F1,,51,1,1,捲り,近藤　夏樹,千　葉,7,マーク,岡田　征陽,東　京,3,,松本　憲斗,熊　本,1-7,"2,540円",(9),20240920,7R,福井,1-7-3,"16,000円",(61)
Ａ級決勝,F1,,51,1,7,捲り,小原丈一郎,青　森,4,差し,山本　巨樹,大　阪,3,,大崎　和也,青　森,7-4,"1,090円",(4),20240920,8R,福井,7-4-3,"3,330円",(11)
Ｓ級特選,F1,,51,1,6,差し,佐藤愼太郎,福　島,2,逃げ,磯島　成介,青　森,7,,橋本　瑠偉,栃　木,6-2,"3,340円",(12),20240920,9R,福井,6-2-7,"26,400円",(98)
Ｓ級特選,F1,,51,1,3,逃げ,山口　多聞,埼　玉,4,差し,清水　一幸,大　阪,2,,上杉　嘉槻,福　井,3-4,"1,980円",(11),20240920,10R,福井,3-4-2,"6,800円",(21)
Ｓ級特選,F1,,51,1,7,捲り,脇本　勇希,福　井,1,マーク,村田　雅一,兵　庫,3,,近藤　俊明,神奈川,7-1,810円,(4),20240920,11R,福井,7-1-3,"6,370円",(22)
Ｓ級決勝,F1,,51,1,4,差し,藤井　栄二,兵　庫,5,差し,松坂　洋平,神奈川,3,,松本秀之介,熊　本,4-5,"11,610円",(41),20240920,12R,福井,4-5-3,"53,080円",(168)
Ａ級予選,F1,,85,3,5,捲り,加藤　健一,神奈川,4,逃げ,田中　会心,熊　本,3,,台　和紀,埼　玉,5-4,"1,560円",(8),20240920,1R,佐世保,5-4-3,"3,190円",(9)
