race_encp,race_date,track,race_no,grade,syumoku,syoriKbn,syusouInfoExistFlg,yudoSensyuName,raceResult1Syaban,raceResult2Syaban,backCnt1Syaban,backCnt2Syaban,lastUpdateTime
L-h0DRY0KFM8zxiuG3qDbFyw0WryB28J5sH3AnjbIUa9LoHnC-NdrqW-SzJRZAbV,20240308,松山,1,G3,Ｓ級選抜,1,1,林　成人,7,1,8,2,2024/03/08 07:05&nbsp;更新
L-h0DRY0KFM8zxiuG3qDbI6awPG0uPwaFc24ia1Z6kpsJPbud9PE5VwUgZc32EWm,20240308,松山,2,G3,Ｓ級選抜,1,1,今野　有樹,2,5,1,8,2024/03/08 07:05&nbsp;更新
L-h0DRY0KFM8zxiuG3qDbLi3ikGm6cN8L8XvgXYJMJcPbOea3WNzpp7oqLq1LHxQ,20240308,松山,3,G3,Ｓ級選抜,1,1,廣川　泰昭,5,3,4,9,2024/03/08 07:05&nbsp;更新
L-h0DRY0KFM8zxiuG3qDbDhTEJP5dKmJhLuwe-mxxkWAWy5uKQg0Yuexc5I9aFHY,20240308,松山,4,G3,Ｓ級選抜,1,1,越智　展孝,7,9,6,8,2024/03/08 07:05&nbsp;更新
L-h0DRY0KFM8zxiuG3qDbG0f4yh0bQowsHOC62u2tbLOmOYE-yipo7tPtWurglrL,20240308,松山,5,G3,Ｓ級選抜,1,1,宇根　秀俊,2,5,"3,5",,2024/03/08 07:05&nbsp;更新
L-h0DRY0KFM8zxiuG3qDbBN2S-9eEQ8UNnJpn_dEECUGj8moWEqgL8KJBWGEOlTD,20240308,松山,6,G3,Ｓ級二次予選,1,1,林　成人,3,5,"1,4",,2024/03/08 07:05&nbsp;更新
L-h0DRY0KFM8zxiuG3qDbHSLU74alDtF6HbBlvhPmh10a4k2S56Yz1LJ_m0_MOhR,20240308,松山,7,G3,Ｓ級二次予選,1,1,今野　有樹,1,5,"1,5",,2024/03/08 07:05&nbsp;更新
L-h0DRY0KFM8zxiuG3qDbL6oWOBvzHpUr9fxphVuutMXAogFmv90_paUoy-G7RMr,20240308,松山,8,G3,Ｓ級二次予選,1,1,廣川　泰昭,2,1,1,3,2024/03/08 07:05&nbsp;更新
L-h0DRY0KFM8zxiuG3qDbDNEa0XQm_Hbkc_tKefBF-V11N4_pAw59kIxnUkYMYFH,20240308,松山,9,G3,Ｓ級二次予選,1,1,越智　展孝,2,7,4,1,2024/03/08 07:05&nbsp;更新
L-h0DRY0KFM8zxiuG3qDbJe0Ox-YqeCuzczHDLhbootIKDjPdFq8N8-xrQ9xXS9y,20240308,松山,10,G3,Ｓ級二次予選,1,1,林　成人,3,1,1,5,2024/03/08 07:05&nbsp;更新
L-h0DRY0KFM8zxiuG3qDbMvPQPWVa-U6zydiSGjhdx83VIcqzzByUyX15ZqUL0sY,20240308,松山,11,G3,Ｓ級二次予選,1,1,今野　有樹,9,1,5,8,2024/03/08 07:05&nbsp;更新
L-h0DRY0KFM8zxiuG3qDbAYD6HVIrchXQULjGSp_RnNxJA4s1tZBTiFSRingERtJ,20240308,松山,12,G3,Ｓ級二次予選,1,1,宇根　秀俊,1,5,8,2,2024/03/08 07:05&nbsp;更新
bp6dAvRRo5C6cz9eTz8FqXIZMyLx6V4gY4MiqylsHJGpiPATWabuPqn8unceYyEh,20240308,立川,1,F1,Ａ級予選,1,1,晴山　裕之,5,2,6,5,2024/03/08 07:05&nbsp;更新
bp6dAvRRo5C6cz9eTz8FqRLmeeB5LNs5RQYIm0DHloi74P27O17_tj1qdFrLcidg,20240308,立川,2,F1,Ａ級予選,1,1,樋口　瑛土,7,2,3,1,2024/03/08 07:05&nbsp;更新
bp6dAvRRo5C6cz9eTz8FqZrS0vgno-H8A6skDLS9VVVoJR8F0es3kcgWAfHlfZVY,20240308,立川,3,F1,Ａ級予選,1,1,阿久津浩之,1,5,5,6,2024/03/08 07:05&nbsp;更新
bp6dAvRRo5C6cz9eTz8FqW7tuT4U-Hrt3vENus45CmVVQXkR0084hXMgd-c7phwR,20240308,立川,4,F1,Ａ級予選,1,1,晴山　裕之,1,3,2,6,2024/03/08 07:05&nbsp;更新
bp6dAvRRo5C6cz9eTz8FqROzVqyTuSeaRlaZcxemEiX_CUn8JvtsRDWbL0sVSaiQ,20240308,立川,5,F1,Ａ級初日特選,1,1,樋口　瑛土,7,5,7,5,2024/03/08 07:05&nbsp;更新
bp6dAvRRo5C6cz9eTz8FqQMMweyVpiRNTagVEaK5rkRHYHphpSF2BH3nMnd-In0F,20240308,立川,6,F1,Ｓ級予選,1,1,古川　宗行,4,3,1,6,2024/03/08 07:05&nbsp;更新
bp6dAvRRo5C6cz9eTz8FqblqqtmN3sv-spkW4d5b9uPF88sDMKnn7sMRtoMy5iNS,20240308,立川,7,F1,Ｓ級予選,1,1,山本　修平,4,2,2,7,2024/03/08 07:05&nbsp;更新
bp6dAvRRo5C6cz9eTz8FqSK4Yn67BWtMUHpRYnKx0vGm3eORu3fv4bpHRFK0kxgx,20240308,立川,8,F1,Ｓ級予選,1,1,長井　妙樹,5,1,1,2,2024/03/08 07:05&nbsp;更新
bp6dAvRRo5C6cz9eTz8FqZINDpfVqYxSMqduYFrLPBgln94iPddFV_vYdQ-Qe9x5,20240308,立川,9,F1,Ｓ級予選,1,1,阿久津浩之,3,5,7,5,2024/03/08 07:05&nbsp;更新
bp6dAvRRo5C6cz9eTz8FqecCTwPMPh8dZLDTb7ojLmgADg5EnwihtyiTgjuYb239,20240308,立川,10,F1,Ｓ級予選,1,1,古川　宗行,2,7,7,5,2024/03/08 07:05&nbsp;更新
bp6dAvRRo5C6cz9eTz8FqZ0kW1K5XIVJsivvSGV3H3300CF4ENPM8qEUzKmscwD1,20240308,立川,11,F1,Ｓ級予選,1,1,山本　修平,4,3,7,1,2024/03/08 07:05&nbsp;更新
bp6dAvRRo5C6cz9eTz8FqUF7IWD2GlMNH1ChzjLAny4W-0FU_oKFYmf1y1o-P2Xc,20240308,立川,12,F1,Ｓ級初日特選,1,1,長井　妙樹,1,7,7,1,2024/03/08 07:05&nbsp;更新
TzXNr1IyQYXd8vmMpJjd_4M8LrWxDYTw4wFCOyDoIDdMuUmOL2wjqGb95pM7-DAA,20240308,小倉,1,F1,Ａ級一般,1,1,木谷　凉,1,7,"2,3",,2024/03/08 07:05&nbsp;更新
TzXNr1IyQYXd8vmMpJjd_2fBCThstMgc50Gqp2TAYTMJQk1pJxV5c0LtZLmm70Zb,20240308,小倉,2,F1,Ａ級一般,1,1,宮本　龍一,1,7,1,7,2024/03/08 07:05&nbsp;更新
TzXNr1IyQYXd8vmMpJjd_0M-hyrwolBjLC5j4aHCDUNKYzyfs2EvjesJ3b9_IY6Q,20240308,小倉,3,F1,Ａ級特選,1,1,木谷　凉,5,1,5,7,2024/03/08 07:05&nbsp;更新
TzXNr1IyQYXd8vmMpJjd_zMIpJF7O0t_4r38qwhsiPFZJxPUKkqMS99_sY3hTcv5,20240308,小倉,4,F1,Ａ級特選,1,1,宮本　龍一,5,4,3,4,2024/03/08 07:05&nbsp;更新
TzXNr1IyQYXd8vmMpJjd_86MatKkW8haCtIFgdZPd2Xz_Fb9kxrC86U-8m63O_iO,20240308,小倉,5,F1,Ｓ級一般,1,1,瓦田　勝也,3,2,2,,2024/03/08 07:05&nbsp;更新
TzXNr1IyQYXd8vmMpJjd_yYwE-cuME3zuP1X9tAWoR6k1ZV1kwTLelx3cJ8bdhup,20240308,小倉,6,F1,Ｓ級一般,1,1,城戸崎隆史,4,5,2,1,2024/03/08 14:24&nbsp;更新
TzXNr1IyQYXd8vmMpJjd_z7G9kmHKd7IF2-gpGaauTRsGuQeOY-dcFJsFLCoC28M,20240308,小倉,7,F1,Ｓ級一般,1,1,松尾信太郎,2,1,"1,5",,2024/03/08 07:05&nbsp;更新
TzXNr1IyQYXd8vmMpJjd_6mlL2KVpQUFtPajU1umghocWUpStkVJ3Sp79dSZG6Ir,20240308,小倉,8,F1,Ｓ級特選,1,1,瓦田　勝也,7,4,5,"1,3,6",2024/03/08 07:05&nbsp;更新
TzXNr1IyQYXd8vmMpJjd_3XTc7ctSPJUtYfs6dh5deaEA1WHrjPGkXGzl3VGd1Lm,20240308,小倉,9,F1,Ｓ級特選,1,1,城戸崎隆史,5,4,2,"1,7",2024/03/08 07:05&nbsp;更新
TzXNr1IyQYXd8vmMpJjd__ULWJPXvsKf6o4r8gFo_wH_lJ-5s5r9lPOyxXrI91Y1,20240308,小倉,10,F1,Ｓ級特選,1,1,松尾信太郎,4,1,2,1,2024/03/08 07:05&nbsp;更新
