race_encp,race_date,track,race_no,grade,syumoku,syabanBgColorInfo,syabanCharColorInfo,syaban,wakuban,sensyuRegistNo,sensyuName,ketujyouTuikaHojyuColorInfo,ketujyouTuikaHojyu,huKen,prevKyuhan,kyuhan,kyakusitu,heikinTokuten,nigeCnt,makuriCnt,sasiCnt,markCnt,backCnt
4y6dPhGvcrSladdkbHutixwkTy6-Fg4I_vTdhROZxZ7py3xxWdXzR1Ts_85rxiIG,20240128,いわき平,1,G3,Ｓ級一般,base_color_1_bk,base_color_1,1,1,013747,伊藤　大志,,,青　森,S2,S2,追,96.58,0,0,0,3,0
4y6dPhGvcrSladdkbHutixwkTy6-Fg4I_vTdhROZxZ7py3xxWdXzR1Ts_85rxiIG,20240128,いわき平,1,G3,Ｓ級一般,base_color_2_bk,base_color_2,2,2,014723,石川　裕二,,,茨　城,S2,S2,追,102.23,0,0,4,5,0
4y6dPhGvcrSladdkbHutixwkTy6-Fg4I_vTdhROZxZ7py3xxWdXzR1Ts_85rxiIG,20240128,いわき平,1,G3,Ｓ級一般,base_color_3_bk,base_color_3,3,3,014186,網谷　竜次,,,香　川,S2,S2,追,98.39,0,0,7,0,0
4y6dPhGvcrSladdkbHutixwkTy6-Fg4I_vTdhROZxZ7py3xxWdXzR1Ts_85rxiIG,20240128,いわき平,1,G3,Ｓ級一般,base_color_4_bk,base_color_4,4,4,013950,松山　桂輔,,,愛　知,A1,S2,追,93.36,0,0,5,4,1
4y6dPhGvcrSladdkbHutixwkTy6-Fg4I_vTdhROZxZ7py3xxWdXzR1Ts_85rxiIG,20240128,いわき平,1,G3,Ｓ級一般,base_color_5_bk,base_color_5,5,4,015347,武田　亮,,,東　京,S2,S2,逃,101.57,5,3,1,0,15
4y6dPhGvcrSladdkbHutixwkTy6-Fg4I_vTdhROZxZ7py3xxWdXzR1Ts_85rxiIG,20240128,いわき平,1,G3,Ｓ級一般,base_color_6_bk,base_color_6,6,5,015509,木村　佑来,,,宮　城,A1,S2,逃,90.15,5,1,0,0,13
4y6dPhGvcrSladdkbHutixwkTy6-Fg4I_vTdhROZxZ7py3xxWdXzR1Ts_85rxiIG,20240128,いわき平,1,G3,Ｓ級一般,base_color_7_bk,base_color_7,7,5,015555,林　昌幸,color_blue,追加,愛　媛,S2,S2,逃,98.53,3,1,0,0,17
4y6dPhGvcrSladdkbHutixwkTy6-Fg4I_vTdhROZxZ7py3xxWdXzR1Ts_85rxiIG,20240128,いわき平,1,G3,Ｓ級一般,base_color_8_bk,base_color_8,8,6,014212,山崎　将幸,color_blue,補充,宮　城,A1,S2,追,91.68,0,0,7,0,0
4y6dPhGvcrSladdkbHutixwkTy6-Fg4I_vTdhROZxZ7py3xxWdXzR1Ts_85rxiIG,20240128,いわき平,1,G3,Ｓ級一般,base_color_9_bk,base_color_9,9,6,014148,岸澤　賢太,,,埼　玉,S2,S2,両,99.12,2,0,6,1,6
4y6dPhGvcrSladdkbHuti06ihcC2dApe1oMGzVo2-8SrdYzF1cLNBk-oJsH7ngmA,20240128,いわき平,2,G3,Ｓ級一般,base_color_1_bk,base_color_1,1,1,014537,西村　光太,,,三　重,S2,S1,追,102.80,0,1,7,2,0
