race_encp,race_date,track,race_no,grade,syumoku,syoriKbn,syusouInfoExistFlg,yudoSensyuName,raceResult1Syaban,raceResult2Syaban,backCnt1Syaban,backCnt2Syaban,lastUpdateTime
ZHNqMDrv_PhK_RMqwDdB9lVndOdgcVFYw2af6afn71ZH9cu-gDlZBrdSfGy7i9ep,20240322,取手,1,G2,Ｓ級特一般,1,1,関　貴之,3,7,6,5,2024/03/22 07:01&nbsp;更新
ZHNqMDrv_PhK_RMqwDdB9n17FNqf08lEeSWZmjDMGpEvdVqDI1jP_mOLx3_-0L7T,20240322,取手,2,G2,Ｓ級特一般,1,1,鈴木謙太郎,2,1,"6,8",,2024/03/22 07:01&nbsp;更新
ZHNqMDrv_PhK_RMqwDdB9pyge3NghZ-b7f8HOZg-n1ZMDiOWKZs83bpMV7TnKtUB,20240322,取手,3,G2,Ｓ級特一般,1,1,早坂　秀悟,1,9,9,8,2024/03/22 07:01&nbsp;更新
ZHNqMDrv_PhK_RMqwDdB9ur0lNgCv1RnFg8DmWwwbk6NS00NbkjTxWNb86XMbezJ,20240322,取手,4,G2,Ｓ級特一般,1,1,松永　将,3,1,2,1,2024/03/22 07:01&nbsp;更新
ZHNqMDrv_PhK_RMqwDdB9qchHlqI-dIUfVDgqRFZQh307I5AcRypAoxWGF99gbVF,20240322,取手,5,G2,Ｓ級特一般,1,1,朝倉　智仁,2,7,2,7,2024/03/22 07:01&nbsp;更新
ZHNqMDrv_PhK_RMqwDdB9uxAyYHoDnNxe03o7uZhu6HSP2ylEbG3TqvL9cHFc5db,20240322,取手,6,G2,Ｓ級二次予選,1,1,横山　尚則,1,9,"1,3",,2024/03/22 07:01&nbsp;更新
ZHNqMDrv_PhK_RMqwDdB9jFOrnHkPPmSVRvlXxpydGKjpxREDQhGRVVigbnyywSM,20240322,取手,7,G2,Ｓ級二次予選,1,1,関　貴之,2,7,4,1,2024/03/22 07:01&nbsp;更新
ZHNqMDrv_PhK_RMqwDdB9k271rGdSous5h9wMsURk9DN5sCi2GEWfAlT5d_iaU9o,20240322,取手,8,G2,Ｓ級二次予選,1,1,鈴木謙太郎,5,2,7,1,2024/03/22 07:01&nbsp;更新
ZHNqMDrv_PhK_RMqwDdB9qNr-jTe8-_2qa4xKGqaLtnUDmHR3qzjd90aHqWuylxa,20240322,取手,9,G2,Ｓ級二次予選,1,1,早坂　秀悟,7,9,8,7,2024/03/22 07:01&nbsp;更新
ZHNqMDrv_PhK_RMqwDdB9nhghc8aYvuA0vS0JxpMNOOO8WlrEb0YRb96hMNi-6ip,20240322,取手,10,G2,Ｓ級二次予選,1,1,松永　将,3,7,9,7,2024/03/22 07:01&nbsp;更新
ZHNqMDrv_PhK_RMqwDdB9n3NnTB_LPdibWif_85QtA5-UJQpJTqCVAUa4Bmn2MqD,20240322,取手,11,G2,Ｓ級二次予選,1,1,朝倉　智仁,2,7,3,"1,8",2024/03/22 07:01&nbsp;更新
ZHNqMDrv_PhK_RMqwDdB9uVfK4M1XzOu9YCPe_ZSsAgXx_YHs_VXh-9AdtJx5z6x,20240322,取手,12,G2,Ｓ級毘沙門天賞,1,1,横山　尚則,1,7,4,8,2024/03/22 07:01&nbsp;更新
qW-ZPX5Na0y9CaoMyhsv4-6HokeMT_Ok9Z4aQumZifneEoS4dcWU4ui4-ROogtdg,20240322,岐阜,1,F1,Ａ級予選,1,1,山田　雅之,5,2,2,6,2024/03/22 07:01&nbsp;更新
qW-ZPX5Na0y9CaoMyhsv4zSihOppeWFWq6QGFbLQ1YJ_k9krR3Jm8zeryGazsqhD,20240322,岐阜,2,F1,Ａ級予選,1,1,山田　純也,7,1,7,"3,6",2024/03/22 07:01&nbsp;更新
