race_encp,race_date,track,race_no,grade,syumoku,syabanBgColorInfo,syabanCharColorInfo,syaban,wakuban,sensyuRegistNo,sensyuName,ketujyouTuikaHojyuColorInfo,ketujyouTuikaHojyu,huKen,prevKyuhan,kyuhan,kyakusitu,heikinTokuten,nigeCnt,makuriCnt,sasiCnt,markCnt,backCnt
qQlbyTiWMbEgIybozeD1-SGtHCzNnT0VUb_WBfnyDtDkWNYM6ZXtGoW0_e93nGWA,20240201,静岡,1,G3,Ｓ級一次予選,base_color_1_bk,base_color_1,1,1,015661,東矢　圭吾,,,熊　本,S2,S2,逃,105.00,5,2,0,0,11
qQlbyTiWMbEgIybozeD1-SGtHCzNnT0VUb_WBfnyDtDkWNYM6ZXtGoW0_e93nGWA,20240201,静岡,1,G3,Ｓ級一次予選,base_color_2_bk,base_color_2,2,2,013765,海老根恵太,color_blue,追加,千　葉,A1,S2,追,103.00,0,0,3,0,0
qQlbyTiWMbEgIybozeD1-SGtHCzNnT0VUb_WBfnyDtDkWNYM6ZXtGoW0_e93nGWA,20240201,静岡,1,G3,Ｓ級一次予選,base_color_3_bk,base_color_3,3,3,015239,佐々木堅次,,,福　島,S2,S2,逃,100.47,1,5,1,0,6
qQlbyTiWMbEgIybozeD1-SGtHCzNnT0VUb_WBfnyDtDkWNYM6ZXtGoW0_e93nGWA,20240201,静岡,1,G3,Ｓ級一次予選,base_color_4_bk,base_color_4,4,4,015440,長田　龍拳,,,静　岡,A1,S2,逃,94.59,7,2,0,0,13
qQlbyTiWMbEgIybozeD1-SGtHCzNnT0VUb_WBfnyDtDkWNYM6ZXtGoW0_e93nGWA,20240201,静岡,1,G3,Ｓ級一次予選,base_color_5_bk,base_color_5,5,4,014475,高間　悠平,,,福　井,S2,S2,追,96.94,0,0,3,0,0
qQlbyTiWMbEgIybozeD1-SGtHCzNnT0VUb_WBfnyDtDkWNYM6ZXtGoW0_e93nGWA,20240201,静岡,1,G3,Ｓ級一次予選,base_color_6_bk,base_color_6,6,5,014180,坂本　匡洋,,,大　阪,S2,S2,追,93.22,0,0,1,1,0
qQlbyTiWMbEgIybozeD1-SGtHCzNnT0VUb_WBfnyDtDkWNYM6ZXtGoW0_e93nGWA,20240201,静岡,1,G3,Ｓ級一次予選,base_color_7_bk,base_color_7,7,5,015291,山口　敦也,,,佐　賀,S1,S2,両,105.26,0,1,1,1,0
qQlbyTiWMbEgIybozeD1-SGtHCzNnT0VUb_WBfnyDtDkWNYM6ZXtGoW0_e93nGWA,20240201,静岡,1,G3,Ｓ級一次予選,base_color_8_bk,base_color_8,8,6,015184,中野　雄喜,,,京　都,A1,S2,逃,94.57,2,2,5,0,5
qQlbyTiWMbEgIybozeD1-SGtHCzNnT0VUb_WBfnyDtDkWNYM6ZXtGoW0_e93nGWA,20240201,静岡,1,G3,Ｓ級一次予選,base_color_9_bk,base_color_9,9,6,014497,川津　悠揮,,,北海道,S2,S1,追,100.69,0,0,4,0,0
qQlbyTiWMbEgIybozeD1-eNRm70tJEpVljoQQYY0cz45sqFu730MrPy9gb6YUns6,20240201,静岡,2,G3,Ｓ級一次予選,base_color_1_bk,base_color_1,1,1,014348,坂本　貴史,,,青　森,S1,S1,逃,105.54,2,7,0,1,3
qQlbyTiWMbEgIybozeD1-eNRm70tJEpVljoQQYY0cz45sqFu730MrPy9gb6YUns6,20240201,静岡,2,G3,Ｓ級一次予選,base_color_2_bk,base_color_2,2,2,014817,佐藤　壮,,,千　葉,S2,S2,追,103.53,0,0,4,4,0
qQlbyTiWMbEgIybozeD1-eNRm70tJEpVljoQQYY0cz45sqFu730MrPy9gb6YUns6,20240201,静岡,2,G3,Ｓ級一次予選,base_color_3_bk,base_color_3,3,3,015199,田尾　駿介,,,高　知,S1,S2,追,106.77,0,0,3,2,0
qQlbyTiWMbEgIybozeD1-eNRm70tJEpVljoQQYY0cz45sqFu730MrPy9gb6YUns6,20240201,静岡,2,G3,Ｓ級一次予選,base_color_4_bk,base_color_4,4,4,013783,上田　裕和,,,三　重,A1,S2,追,97.21,0,0,3,2,0
qQlbyTiWMbEgIybozeD1-eNRm70tJEpVljoQQYY0cz45sqFu730MrPy9gb6YUns6,20240201,静岡,2,G3,Ｓ級一次予選,base_color_5_bk,base_color_5,5,4,013982,五日市　誠,,,青　森,S2,S1,追,102.60,0,0,5,1,1
qQlbyTiWMbEgIybozeD1-eNRm70tJEpVljoQQYY0cz45sqFu730MrPy9gb6YUns6,20240201,静岡,2,G3,Ｓ級一次予選,base_color_6_bk,base_color_6,6,5,013332,吉村　和之,,,岐　阜,S2,S2,追,92.52,0,0,0,0,0
qQlbyTiWMbEgIybozeD1-eNRm70tJEpVljoQQYY0cz45sqFu730MrPy9gb6YUns6,20240201,静岡,2,G3,Ｓ級一次予選,base_color_7_bk,base_color_7,7,5,015385,立部　楓真,,,佐　賀,S2,S2,逃,103.30,3,6,0,0,17
qQlbyTiWMbEgIybozeD1-eNRm70tJEpVljoQQYY0cz45sqFu730MrPy9gb6YUns6,20240201,静岡,2,G3,Ｓ級一次予選,base_color_8_bk,base_color_8,8,6,015442,仁藤　秀,,,静　岡,A1,S2,逃,95.82,1,7,3,1,3
qQlbyTiWMbEgIybozeD1-eNRm70tJEpVljoQQYY0cz45sqFu730MrPy9gb6YUns6,20240201,静岡,2,G3,Ｓ級一次予選,base_color_9_bk,base_color_9,9,6,015620,纐纈　洸翔,,,愛　知,A1,S2,逃,97.28,6,8,1,0,7
qQlbyTiWMbEgIybozeD1-TR4aBIVDgg83TwtWdLpURX1-kZGiDxbYISCDZo98RSq,20240201,静岡,3,G3,Ｓ級一次予選,base_color_1_bk,base_color_1,1,1,014720,高橋　広大,,,埼　玉,S2,S2,追,101.42,0,0,3,1,0
qQlbyTiWMbEgIybozeD1-TR4aBIVDgg83TwtWdLpURX1-kZGiDxbYISCDZo98RSq,20240201,静岡,3,G3,Ｓ級一次予選,base_color_2_bk,base_color_2,2,2,015268,山田　諒,,,岐　阜,S2,S1,逃,107.43,4,9,3,1,11
qQlbyTiWMbEgIybozeD1-TR4aBIVDgg83TwtWdLpURX1-kZGiDxbYISCDZo98RSq,20240201,静岡,3,G3,Ｓ級一次予選,base_color_3_bk,base_color_3,3,3,014081,田中　晴基,,,千　葉,S2,S1,追,103.73,0,0,2,3,0
qQlbyTiWMbEgIybozeD1-TR4aBIVDgg83TwtWdLpURX1-kZGiDxbYISCDZo98RSq,20240201,静岡,3,G3,Ｓ級一次予選,base_color_4_bk,base_color_4,4,4,015352,原田　亮太,,,千　葉,A1,S2,逃,97.56,6,3,0,0,8
qQlbyTiWMbEgIybozeD1-TR4aBIVDgg83TwtWdLpURX1-kZGiDxbYISCDZo98RSq,20240201,静岡,3,G3,Ｓ級一次予選,base_color_5_bk,base_color_5,5,4,014996,岡本　総,,,愛　知,S1,S1,追,104.75,1,1,2,2,3
qQlbyTiWMbEgIybozeD1-TR4aBIVDgg83TwtWdLpURX1-kZGiDxbYISCDZo98RSq,20240201,静岡,3,G3,Ｓ級一次予選,base_color_6_bk,base_color_6,6,5,015483,谷元　奎心,,,山　口,A1,S2,逃,89.18,1,4,1,0,3
qQlbyTiWMbEgIybozeD1-TR4aBIVDgg83TwtWdLpURX1-kZGiDxbYISCDZo98RSq,20240201,静岡,3,G3,Ｓ級一次予選,base_color_7_bk,base_color_7,7,5,015346,鈴木　薫,,,東　京,S2,S2,逃,97.94,2,0,1,1,8
qQlbyTiWMbEgIybozeD1-TR4aBIVDgg83TwtWdLpURX1-kZGiDxbYISCDZo98RSq,20240201,静岡,3,G3,Ｓ級一次予選,base_color_8_bk,base_color_8,8,6,014224,矢島　一弥,,,群　馬,A1,S2,追,94.20,0,0,1,1,0
qQlbyTiWMbEgIybozeD1-TR4aBIVDgg83TwtWdLpURX1-kZGiDxbYISCDZo98RSq,20240201,静岡,3,G3,Ｓ級一次予選,base_color_9_bk,base_color_9,9,6,014958,新納　大輝,,,鹿児島,S2,S2,両,99.52,0,0,2,3,0
qQlbyTiWMbEgIybozeD1-URFnGjzQxSi4_sjtQm4yTwkE-Xw0RvzRIJJ23a4fdtw,20240201,静岡,4,G3,Ｓ級一次予選,base_color_1_bk,base_color_1,1,1,013199,北野　武史,,,石　川,S2,S2,追,99.26,0,0,2,1,0
qQlbyTiWMbEgIybozeD1-URFnGjzQxSi4_sjtQm4yTwkE-Xw0RvzRIJJ23a4fdtw,20240201,静岡,4,G3,Ｓ級一次予選,base_color_2_bk,base_color_2,2,2,014554,山形　一気,,,徳　島,S1,S2,両,106.03,0,1,8,1,0
qQlbyTiWMbEgIybozeD1-URFnGjzQxSi4_sjtQm4yTwkE-Xw0RvzRIJJ23a4fdtw,20240201,静岡,4,G3,Ｓ級一次予選,base_color_3_bk,base_color_3,3,3,015521,中島　詩音,color_blue,追加,山　梨,S2,S2,逃,101.95,5,2,0,0,10
qQlbyTiWMbEgIybozeD1-URFnGjzQxSi4_sjtQm4yTwkE-Xw0RvzRIJJ23a4fdtw,20240201,静岡,4,G3,Ｓ級一次予選,base_color_4_bk,base_color_4,4,4,014633,田中　陽平,,,熊　本,S2,S2,追,97.00,0,0,1,1,0
qQlbyTiWMbEgIybozeD1-URFnGjzQxSi4_sjtQm4yTwkE-Xw0RvzRIJJ23a4fdtw,20240201,静岡,4,G3,Ｓ級一次予選,base_color_5_bk,base_color_5,5,4,014599,松岡　篤哉,color_blue,追加,岐　阜,S2,S2,逃,104.78,3,12,1,1,8
