race_encp,race_date,track,race_no,grade,syumoku,syoriKbn,syusouInfoExistFlg,yudoSensyuName,raceResult1Syaban,raceResult2Syaban,backCnt1Syaban,backCnt2Syaban,lastUpdateTime
xfR1_WNigceCx6mfOEdNN_s3R3mndleYXF_k5vyWjD5oUoqQJve9ug0JsGQNY1_Z,20250401,平塚,1,F1,Ａ級予選,1,1,梅田加津也,3,1,1,2,2025/04/01 07:04&nbsp;更新
xfR1_WNigceCx6mfOEdNN61w9eyQNpuR7bvU-yZvqpukVni2K6Pr-fvR_UElgysY,20250401,平塚,2,F1,Ａ級予選,1,1,吉原　友彦,2,1,5,7,2025/04/01 07:04&nbsp;更新
xfR1_WNigceCx6mfOEdNN4_fjVri5dh61c0Ewfa8DavAMihRkKTTt_jUovX086xw,20250401,平塚,3,F1,Ａ級予選,1,1,山田　幸司,4,3,7,1,2025/04/01 07:04&nbsp;更新
xfR1_WNigceCx6mfOEdNN4MZcgdDYCoAUYZCPGKuX_IryK9i3O7qFpwttdU7wGfK,20250401,平塚,4,F1,Ａ級予選,1,1,梅田加津也,4,7,2,4,2025/04/01 07:04&nbsp;更新
xfR1_WNigceCx6mfOEdNN0oCBjmQWtJsFXGqY8lGhnDK1sNTXB0UuZ4PK3prk5kt,20250401,平塚,5,F1,Ａ級初日特選,1,1,長田　祐弥,7,3,3,4,2025/04/01 07:04&nbsp;更新
xfR1_WNigceCx6mfOEdNN2mXqVCxWuwfq0fWcufyoOn-RX-b914oqbVo1p_Xh8ia,20250401,平塚,6,F1,Ｓ級予選,1,1,山田　幸司,4,5,1,6,2025/04/01 07:04&nbsp;更新
xfR1_WNigceCx6mfOEdNNya6FyywmVs9I8RUXfPJV0ylaHT4HhSja-jyKtZ3cYPD,20250401,平塚,7,F1,Ｓ級予選,1,1,梅田加津也,5,4,4,7,2025/04/01 07:04&nbsp;更新
xfR1_WNigceCx6mfOEdNN_TA61Oy4D4Oz49IPyUhuzaW03Q0aKC0OlKvnXBIZwt8,20250401,平塚,8,F1,Ｓ級予選,1,1,長田　祐弥,5,2,1,7,2025/04/01 07:04&nbsp;更新
xfR1_WNigceCx6mfOEdNN-PqaSjqRANwh_5GwBI734bb2s7p_mYd6F8earyD5evI,20250401,平塚,9,F1,Ｓ級予選,1,1,河野　要,5,1,5,6,2025/04/01 14:01&nbsp;更新
xfR1_WNigceCx6mfOEdNN-AuLF5iYOzaV5p09qRuzGQioiDgas2ui6Qsi2FQhPdL,20250401,平塚,10,F1,Ｓ級予選,1,1,吉原　友彦,3,4,3,7,2025/04/01 07:04&nbsp;更新
xfR1_WNigceCx6mfOEdNN-FJnYbxFeVtdluIRD64Gmnc3FKPMY84LAlPtAHmfRwW,20250401,平塚,11,F1,Ｓ級予選,1,1,長田　祐弥,7,3,7,6,2025/04/01 07:04&nbsp;更新
xfR1_WNigceCx6mfOEdNNzQUdlZ4umS1mcvtHyew8IWgqdQi9sxeOoPrx7laIAaa,20250401,平塚,12,F1,Ｓ級初日特選,1,1,河野　要,3,5,2,4,2025/04/01 07:04&nbsp;更新
jNJFF_5PrjG3aVj37rr7rLYsEigMq-JMPKPkiHchmNqlQ4a-hKTQmICMlG1e7Ob7,20250401,岸和田,1,F1,Ａ級予選,1,1,垣外中勝哉,7,5,5,7,2025/04/01 07:04&nbsp;更新
jNJFF_5PrjG3aVj37rr7rHquxa2k5mRcDuJCHQii6yswjlY27s3xQC5NGzTHNOSH,20250401,岸和田,2,F1,Ａ級予選,1,1,柳原　司,3,5,3,4,2025/04/01 07:04&nbsp;更新
jNJFF_5PrjG3aVj37rr7rMC5bGHKNOmttFB_jqJgG27nAxDOR6hazlxC0wZg8aGT,20250401,岸和田,3,F1,Ａ級予選,1,1,佐川　翔吾,4,2,4,7,2025/04/01 07:04&nbsp;更新
jNJFF_5PrjG3aVj37rr7rNvw99fdu_psNw8sx_9fy7EfLeicOGVs9GylqKCuH0DI,20250401,岸和田,4,F1,Ａ級予選,1,1,垣外中勝哉,5,1,"1,3",,2025/04/01 07:04&nbsp;更新
jNJFF_5PrjG3aVj37rr7rHr-wzJ_8KUwM9UGxV7HiM5xoLO31dA58YLm1qqdSUJC,20250401,岸和田,5,F1,Ａ級初日特選,1,1,藤野　一良,3,7,2,7,2025/04/01 07:04&nbsp;更新
jNJFF_5PrjG3aVj37rr7rDNkmzFQ8zVlLGrH2_JpTZ4-s9YJTedKh9yE4i8YX81V,20250401,岸和田,6,F1,Ｓ級予選,1,1,肥後　尚己,"3,7",,7,4,2025/04/01 07:04&nbsp;更新
jNJFF_5PrjG3aVj37rr7rINlAnuCoA4QYyocc_FCJh3botpztWRUV-sofkavJbKp,20250401,岸和田,7,F1,Ｓ級予選,1,1,佐川　翔吾,1,5,3,5,2025/04/01 07:04&nbsp;更新
jNJFF_5PrjG3aVj37rr7rNKqp268BqcsVQy9aKBpR9BoMsn6itCk_mkRJZkJLojF,20250401,岸和田,8,F1,Ｓ級予選,1,1,肥後　尚己,1,7,7,4,2025/04/01 07:04&nbsp;更新
jNJFF_5PrjG3aVj37rr7rHt7BQCj3-Ny-riO_pgbW4rd_XA3FLRXcI_RqqxlAuVv,20250401,岸和田,9,F1,Ｓ級予選,1,1,柳原　司,3,4,5,"3,7",2025/04/01 07:04&nbsp;更新
jNJFF_5PrjG3aVj37rr7rNTBvX_62UwIxLz4L0kTZeadCCzEoEt0bthNLRYsa21_,20250401,岸和田,10,F1,Ｓ級予選,1,1,佐川　翔吾,2,7,2,"1,4",2025/04/01 07:04&nbsp;更新
jNJFF_5PrjG3aVj37rr7rCpcv_Zsnl1UDVeRcg-FhNyKMz86noBXpZoU-jP0hxNh,20250401,岸和田,11,F1,Ｓ級予選,1,1,藤野　一良,7,5,4,7,2025/04/01 07:04&nbsp;更新
jNJFF_5PrjG3aVj37rr7rAMHZCi6FJyo1xqRNHbLfgPmOQ1Kks5qSM0jVNcglJVV,20250401,岸和田,12,F1,Ｓ級初日特選,1,1,肥後　尚己,4,2,6,2,2025/04/01 07:04&nbsp;更新
QBlx7ufPQ-tS5sZiz-L1o6ZFQrYGGDvJdE1nidKvE0NF_Re5U146Zz6TzJH_kH8v,20250401,宇都宮,1,F2,Ａ級チャレンジ予選,1,1,黒田　篤,1,2,1,3,2025/04/01 07:04&nbsp;更新
QBlx7ufPQ-tS5sZiz-L1o4WVC4nqzGdw2hgAbtsbSMHyy4ffTO1a-MTvqT-rB08y,20250401,宇都宮,2,F2,Ａ級チャレンジ予選,1,1,大越　啓介,1,2,"1,4",,2025/04/01 07:04&nbsp;更新
QBlx7ufPQ-tS5sZiz-L1o5WeI9BXkdH-SDDk9oNavZUu-Zjk532MbPIET_n49BsI,20250401,宇都宮,3,F2,Ａ級チャレンジ予選,1,1,幸田　望夢,1,2,1,5,2025/04/01 07:04&nbsp;更新
QBlx7ufPQ-tS5sZiz-L1o5IuIn6UVIT2ekkPVkDlNc6VZz_OTSuorterd9rrrqJU,20250401,宇都宮,4,F2,Ａ級チャレンジ予選,1,1,星野　辰也,1,2,1,2,2025/04/01 07:04&nbsp;更新
QBlx7ufPQ-tS5sZiz-L1o-ldJAMMLTZVGsfpqkNFl9wAmmQIY_-1CvPgCXn_tKHz,20250401,宇都宮,5,F2,Ａ級チャレンジ予選,1,1,黒田　篤,1,2,1,3,2025/04/01 07:04&nbsp;更新
QBlx7ufPQ-tS5sZiz-L1oyW1jE1wVxAWG96_it7TXciJ4uwScI5Um2amGldIZ7TU,20250401,宇都宮,6,F2,Ａ級チャレンジ予選,1,1,大越　啓介,1,2,1,4,2025/04/01 07:04&nbsp;更新
QBlx7ufPQ-tS5sZiz-L1o3Sh_tMbKGLX7PBa91nPuB8RCLyq8j2EPQMnWReP5nMZ,20250401,宇都宮,7,F2,Ａ級チャレンジ予選,1,1,幸田　望夢,1,2,1,3,2025/04/01 07:04&nbsp;更新
h__77j4w8AlDcHCZGhh7wyzHg89i89MIawcf-0iInwskMuOEC8yx3IJlj1wHeOhM,20250401,伊東,1,F2,Ｌ級ガールズ予選（第１走）,1,1,梶原　亜湖,3,6,1,3,2025/04/01 07:04&nbsp;更新
h__77j4w8AlDcHCZGhh7w0yCgPZDi5RTfKpd6uOiE6RknL0xgdCyMddPy26YvhqA,20250401,伊東,2,F2,Ｌ級ガールズ予選（第１走）,1,1,田中　誇士,5,1,5,2,2025/04/01 07:04&nbsp;更新
h__77j4w8AlDcHCZGhh7wwzq7kmR3z5iBh1Hsrnn611DLyqwimVF_6jh_YJN82fY,20250401,伊東,3,F2,Ａ級特予選,1,1,齊藤　健人,3,7,7,1,2025/04/01 07:04&nbsp;更新
h__77j4w8AlDcHCZGhh7w8EetM-YEIsdeKjCc4biKGGoo2kUk3SxYLkSNr5RdCGT,20250401,伊東,4,F2,Ａ級特予選,1,1,富澤　洋祐,5,2,2,4,2025/04/01 07:04&nbsp;更新
h__77j4w8AlDcHCZGhh7w5QmwclSGtME7ROIHG2r6sfQJ3wqDwX5QpiqPRqyVrhb,20250401,伊東,5,F2,Ａ級特予選,1,1,梶原　亜湖,1,4,1,3,2025/04/01 07:04&nbsp;更新
h__77j4w8AlDcHCZGhh7w8Jeedaq6_3lTKDXJgkirvfc9P5o361OQxXX4bRnmtP8,20250401,伊東,6,F2,Ａ級特予選,1,1,齊藤　健人,7,5,7,1,2025/04/01 07:04&nbsp;更新
h__77j4w8AlDcHCZGhh7w-Sbk3MOQJm7lfOAc8hAu6EfX0BfuGGZY2CCunOI3nTc,20250401,伊東,7,F2,Ａ級初日特選,1,1,田中　誇士,5,3,4,7,2025/04/01 07:04&nbsp;更新
rzdDpgahLqOgyTPLAYld-8o5T9uCxyWutT1dj-aTwvOBVecO97SzwxSdawBmS6lJ,20250401,名古屋,1,F2,Ａ級予選,1,1,小川　大地,1,2,1,4,2025/04/01 07:04&nbsp;更新
rzdDpgahLqOgyTPLAYld-0q3jCjNnqzjk-I1DIBBLTnlZwtzwBvaYPpUgyj1_2X7,20250401,名古屋,2,F2,Ａ級予選,1,1,松山　桂輔,1,2,7,2,2025/04/01 19:29&nbsp;更新
rzdDpgahLqOgyTPLAYld-zMOEn3HX3ZTPyy1MkS_E6mDAmZnITbg2phXwYQqQtZS,20250401,名古屋,3,F2,Ａ級予選,1,1,鳥越　靖弘,1,2,5,3,2025/04/01 07:04&nbsp;更新
rzdDpgahLqOgyTPLAYld-x6RF_l9zARzebp9QI0QoX0eGFq2UfbR_Dds2RyR434H,20250401,名古屋,4,F2,Ａ級予選,1,1,内藤　久文,1,2,2,4,2025/04/01 07:04&nbsp;更新
rzdDpgahLqOgyTPLAYld--88o6tvyzEU4iomSLoIEJk0giQXOuCNCILxtusLNtQR,20250401,名古屋,5,F2,Ａ級予選,1,1,小川　大地,1,2,5,1,2025/04/01 07:04&nbsp;更新
rzdDpgahLqOgyTPLAYld--LSqi0OxQOqQFKqSTmUfViQVffQMofEjXYuRcHenGb3,20250401,名古屋,6,F2,Ａ級予選,1,1,松山　桂輔,1,2,"2,7",,2025/04/01 07:04&nbsp;更新
rzdDpgahLqOgyTPLAYld-zksqMm5Ze6ziezZzJ5zVQtJXc1rXwoNjTANDxwfHDCR,20250401,名古屋,7,F2,Ａ級初日特選,1,1,鳥越　靖弘,1,2,6,3,2025/04/01 07:04&nbsp;更新
dcMhrCzhpFQ5tSBiE8Lk2DMITTwGt05vuwBiQxxHRkGmCmQaaUPQ5dG2466GOdku,20250401,豊橋,1,F2,Ａ級チャレンジ予選,1,1,岡本　総,5,1,5,1,2025/04/01 07:04&nbsp;更新
dcMhrCzhpFQ5tSBiE8Lk2NnjbZcFb_W3S1CLgCafDYgdK9Y98RTKdXmJ_1aCRnwJ,20250401,豊橋,2,F2,Ａ級チャレンジ予選,1,1,深見　仁哉,4,1,4,3,2025/04/01 07:04&nbsp;更新
dcMhrCzhpFQ5tSBiE8Lk2BMlhEPgx0_6gTMgcHo-qPuOdMC_difX8JHlg9t7gvEC,20250401,豊橋,3,F2,Ａ級チャレンジ予選,1,1,中村　賢二,3,7,3,7,2025/04/01 07:04&nbsp;更新
dcMhrCzhpFQ5tSBiE8Lk2Crat2iNppgu81zrQl9tFVwZeou82NbVFItnkZ-_962K,20250401,豊橋,4,F2,Ａ級チャレンジ予選,1,1,山中　貴雄,7,4,7,4,2025/04/01 07:04&nbsp;更新
dcMhrCzhpFQ5tSBiE8Lk2JamB1HllUJa853eTXuF2eOaQRzDtUcanJO_Az473vs5,20250401,豊橋,5,F2,Ｌ級ガールズ予選（第１走）,1,1,岡本　総,4,6,6,1,2025/04/01 07:04&nbsp;更新
dcMhrCzhpFQ5tSBiE8Lk2NSnEO4E3yxjrKrBrOGCCDJGa4pzlpasIHQGDgJpige9,20250401,豊橋,6,F2,Ｌ級ガールズ予選（第１走）,1,1,深見　仁哉,3,7,3,7,2025/04/01 07:04&nbsp;更新
dcMhrCzhpFQ5tSBiE8Lk2C4xAXccU4bTcPPgqFzq8Jt9UaiQjYDLngMZ89q7_Gm5,20250401,豊橋,7,F2,Ａ級特予選,1,1,鈴木　伸之,5,4,7,1,2025/04/01 07:04&nbsp;更新
dcMhrCzhpFQ5tSBiE8Lk2BbPLw3Te0-yLoKSmGE_8uvQ5abvn-oCQQ9NRsVFc_So,20250401,豊橋,8,F2,Ａ級特予選,1,1,中村　賢二,7,3,2,7,2025/04/01 07:04&nbsp;更新
dcMhrCzhpFQ5tSBiE8Lk2OYgdmqqB-5fnGiwjxBY6PVZtevl-3aMpXSeexIjJzos,20250401,豊橋,9,F2,Ａ級特予選,1,1,山中　貴雄,5,1,5,2,2025/04/01 07:04&nbsp;更新
dcMhrCzhpFQ5tSBiE8Lk2ADfl5i7kIRvEKG4l0E-9p70MXXG-BSqONyQHg1pg19l,20250401,豊橋,10,F2,Ａ級特予選,1,1,鈴木　伸之,7,1,"3,4",,2025/04/01 07:04&nbsp;更新
dcMhrCzhpFQ5tSBiE8Lk2DtG84z0ppIfLpRjcXQPIaWtH8gBc0OIqX-ISnxKjJot,20250401,豊橋,11,F2,Ａ級初日特選,1,1,岡本　総,3,2,4,3,2025/04/01 07:04&nbsp;更新
YMkB1j93lIEgtuiCMxwpia7OeckyHzvWQSAQhoESXIEbYCBdD2P2Rcz-Y3GwyVuP,20250401,高松,1,F2,Ａ級予選,1,1,船曳　義之,1,2,"1,6",,2025/04/01 07:04&nbsp;更新
YMkB1j93lIEgtuiCMxwpicc-78e6tu2BoAY0ADLMMpJarjyZO48oFRzMgm5JaAC4,20250401,高松,2,F2,Ａ級予選,1,1,蓮井　祐輝,1,2,"2,3",,2025/04/01 07:04&nbsp;更新
YMkB1j93lIEgtuiCMxwpiUVA_8-YlA1zg_KTeHLWn-uQOuxmACvAKSxM5cqwvFEG,20250401,高松,3,F2,Ａ級予選,1,1,福島　栄一,1,2,7,1,2025/04/01 07:04&nbsp;更新
YMkB1j93lIEgtuiCMxwpiZtYoAU0qE7J3hENpWEtCojMQ7noXBIS8mFpSHEIwMNn,20250401,高松,4,F2,Ａ級予選,1,1,船曳　義之,1,2,3,5,2025/04/01 07:04&nbsp;更新
YMkB1j93lIEgtuiCMxwpiVjzvcdeDLeh3RIeJ9Uze0j44DogBrNegaDB2SHf8XIk,20250401,高松,5,F2,Ａ級予選,1,1,蓮井　祐輝,1,2,1,7,2025/04/01 07:04&nbsp;更新
YMkB1j93lIEgtuiCMxwpiWgBG19nIO3EUim4aMb0uKzKt1aPHky_5C3N9y84phWI,20250401,高松,6,F2,Ａ級予選,1,1,福島　栄一,1,2,4,1,2025/04/01 07:04&nbsp;更新
YMkB1j93lIEgtuiCMxwpifWg0C5T4BvuaUBKp2C-3K4IWBg6xxqLOr_GIaqIaxrM,20250401,高松,7,F2,Ａ級初日特選,1,1,石原　颯,1,2,2,7,2025/04/01 07:04&nbsp;更新
xfR1_WNigceCx6mfOEdNN6rCjooToK2XuKx27ayQ1PbLnkdLynhW1X7t-5hJGBBz,20250402,平塚,1,F1,Ａ級一般,1,1,河野　要,1,2,2,1,2025/04/02 07:00&nbsp;更新
xfR1_WNigceCx6mfOEdNN14FtNm_ksWkt_MhelHmG7b09DjEPUl8uISMmAwh-ORR,20250402,平塚,2,F1,Ａ級一般,1,1,山田　幸司,7,2,3,2,2025/04/02 07:00&nbsp;更新
xfR1_WNigceCx6mfOEdNN7mrsZUlSYhptlWULRnelXiipPKkLhqTq68x2AA9SyMf,20250402,平塚,3,F1,Ａ級準決勝,1,1,梅田加津也,7,1,3,2,2025/04/02 07:00&nbsp;更新
xfR1_WNigceCx6mfOEdNNyRFOyzl5jUCyLNSk6cRzMy5lTDAiHXP_3T8HhOJtwkM,20250402,平塚,4,F1,Ａ級準決勝,1,1,吉原　友彦,4,7,3,5,2025/04/02 07:00&nbsp;更新
xfR1_WNigceCx6mfOEdNN7KngT-E14PSyyUdez842X4W8OnfTH085PIg6gZm_pLp,20250402,平塚,5,F1,Ａ級準決勝,1,1,河野　要,1,5,6,5,2025/04/02 07:00&nbsp;更新
