category,grade,kaisai_name,keirin_cd,meeting_icon,pos1_car_no,pos1_decision,pos1_name,pos1_region,pos2_car_no,pos2_decision,pos2_name,pos2_region,pos3_car_no,pos3_decision,pos3_name,pos3_region,quinella,quinella_payout,quinella_popularity,race_date,race_no,track,trifecta,trifecta_payout,trifecta_popularity
Ｓ級一般,G3,,13,1,9,差し,岸澤　賢太,埼　玉,7,捲り,林　昌幸,愛　媛,2,,石川　裕二,茨　城,9-7,"2,810円",(8),20240128,1R,いわき平,9-7-2,"11,910円",(27)
Ｓ級一般,G3,,13,1,1,差し,西村　光太,三　重,3,マーク,川口　直人,神奈川,5,,佐伯　翔,福　島,1-3,"2,710円",(9),20240128,2R,いわき平,1-3-5,"11,650円",(30)
Ｓ級一般,G3,,13,1,1,捲り,竹内　翼,広　島,7,差し,山口　貴弘,佐　賀,6,,福元　啓太,大　阪,1-7,720円,(1),20240128,3R,いわき平,1-7-6,"11,450円",(36)
Ｓ級選抜,G3,,13,1,5,差し,橋本　強,愛　媛,2,差し,坂本　周輝,青　森,1,,白戸淳太郎,神奈川,5-2,"1,170円",(5),20240128,4R,いわき平,5-2-1,"7,810円",(23)
Ｓ級選抜,G3,,13,1,8,差し,伊藤　裕貴,三　重,2,マーク,塚本　大樹,熊　本,5,,黒田　淳,岡　山,8-2,"2,020円",(8),20240128,5R,いわき平,8-2-5,"7,580円",(22)
Ｓ級選抜,G3,,13,1,2,差し,竹山　陵太,宮　城,9,差し,川村　晃司,京　都,7,,大川　剛,青　森,2-9,"1,300円",(4),20240128,6R,いわき平,2-9-7,"3,860円",(6)
Ｓ級特選,G3,,13,1,8,逃げ,山根　将太,岡　山,4,マーク,戸田　洋平,岡　山,9,,阪本　和也,長　崎,8-4,"3,310円",(17),20240128,7R,いわき平,8-4-9,"27,640円",(101)
Ｓ級特選,G3,,13,1,5,捲り,高橋　晋也,福　島,9,マーク,橋本　智昭,宮　城,4,,山本　健也,千　葉,5-9,620円,(1),20240128,8R,いわき平,5-9-4,"20,260円",(65)
Ｓ級特選,G3,,13,1,1,捲り,山口　拳矢,岐　阜,3,捲り,石原　颯,香　川,7,,皿屋　豊,三　重,1-3,"2,190円",(6),20240128,9R,いわき平,1-3-7,"6,580円",(18)
Ｓ級特別優秀,G3,,13,1,1,差し,渡部　幸訓,福　島,7,差し,吉田　拓矢,茨　城,9,,小松崎大地,福　島,1-7,"1,010円",(4),20240128,10R,いわき平,1-7-9,"2,880円",(6)
Ｓ級特別優秀,G3,,13,1,1,捲り,古性　優作,大　阪,5,差し,木村　隆弘,徳　島,9,,湊　聖二,徳　島,1-5,"2,110円",(7),20240128,11R,いわき平,1-5-9,"4,520円",(13)
Ｓ級決勝,G3,,13,1,1,捲り,新田　祐大,福　島,6,捲り,窓場千加頼,京　都,7,,山田　庸平,佐　賀,1-6,"12,050円",(31),20240128,12R,いわき平,1-6-7,"116,490円",(205)
Ａ級予選,F1,,42,3,5,逃げ,山崎　翼,大　分,4,マーク,茅野　寛史,鹿児島,2,,渡邉　満,福　岡,5-4,620円,(2),20240128,1R,名古屋,5-4-2,"1,710円",(4)
Ａ級予選,F1,,42,3,5,差し,長野　和弘,福　岡,6,マーク,四元　慎也,宮　崎,3,,梶原　大地,福　岡,5-6,"2,920円",(12),20240128,2R,名古屋,5-6-3,"4,450円",(10)
Ａ級予選,F1,,42,3,5,差し,疋田　敏,愛　知,1,逃げ,牛田樹希斗,愛　知,3,,三宅　旬,岡　山,5-1,300円,(2),20240128,3R,名古屋,5-1-3,340円,(1)
Ａ級予選,F1,,42,3,5,逃げ,松本秀之慎,熊　本,1,マーク,谷本　奨輝,富　山,7,,柳谷　崇,岡　山,5-1,430円,(2),20240128,4R,名古屋,5-1-7,"2,640円",(8)
Ａ級初日特選,F1,,42,3,3,差し,三ツ石康洋,徳　島,6,捲り,今村麟太郎,高　知,7,,山田　裕哉,岐　阜,3-6,670円,(1),20240128,5R,名古屋,3-6-7,"7,650円",(29)
