race_encp,race_date,track,race_no,grade,syumoku,syabanBgColorInfo,syabanCharColorInfo,syaban,wakuban,sensyuRegistNo,sensyuName,ketujyouTuikaHojyuColorInfo,ketujyouTuikaHojyu,huKen,prevKyuhan,kyuhan,kyakusitu,heikinTokuten,nigeCnt,makuriCnt,sasiCnt,markCnt,backCnt
40e_64vLzizZus8EyHmUfNcsIhZnk2eOuDTZSg4lm-xvQK0VT2IM9AemzbJyxrBb,20240101,京王閣,1,F1,Ａ級予選,base_color_1_bk,base_color_1,1,,014579,齋藤　一茂,color_blue,追加,群　馬,A2,A2,逃,85.85,7,2,0,0,12
40e_64vLzizZus8EyHmUfNcsIhZnk2eOuDTZSg4lm-xvQK0VT2IM9AemzbJyxrBb,20240101,京王閣,1,F1,Ａ級予選,base_color_2_bk,base_color_2,2,,015237,太田　将成,,,宮　城,A1,A1,逃,87.33,0,7,1,0,1
40e_64vLzizZus8EyHmUfNcsIhZnk2eOuDTZSg4lm-xvQK0VT2IM9AemzbJyxrBb,20240101,京王閣,1,F1,Ａ級予選,base_color_3_bk,base_color_3,3,,015635,藤岡　徹也,,,兵　庫,A2,A2,逃,86.44,0,4,0,1,3
40e_64vLzizZus8EyHmUfNcsIhZnk2eOuDTZSg4lm-xvQK0VT2IM9AemzbJyxrBb,20240101,京王閣,1,F1,Ａ級予選,base_color_4_bk,base_color_4,4,,013179,飯島　淳,color_blue,追加,東　京,A2,A2,追,79.72,0,0,1,1,0
40e_64vLzizZus8EyHmUfNcsIhZnk2eOuDTZSg4lm-xvQK0VT2IM9AemzbJyxrBb,20240101,京王閣,1,F1,Ａ級予選,base_color_5_bk,base_color_5,5,,013384,金子　兼久,color_blue,追加,宮　城,A1,A1,追,84.03,0,0,6,1,0
40e_64vLzizZus8EyHmUfNcsIhZnk2eOuDTZSg4lm-xvQK0VT2IM9AemzbJyxrBb,20240101,京王閣,1,F1,Ａ級予選,base_color_6_bk,base_color_6,6,,013206,岡崎　和久,,,奈　良,A3,A2,追,66.27,0,0,0,0,0
40e_64vLzizZus8EyHmUfNcsIhZnk2eOuDTZSg4lm-xvQK0VT2IM9AemzbJyxrBb,20240101,京王閣,1,F1,Ａ級予選,base_color_7_bk,base_color_7,7,,012955,太田　真一,,,埼　玉,A1,A1,追,86.38,0,0,1,1,0
40e_64vLzizZus8EyHmUfNTSgZsaM5D6Zs8c18q54_Evw8sEqNlQq31omVkWmPmw,20240101,京王閣,2,F1,Ａ級予選,base_color_1_bk,base_color_1,1,,014204,大崎　和也,,,青　森,A1,A1,追,86.20,0,1,2,2,0
40e_64vLzizZus8EyHmUfNTSgZsaM5D6Zs8c18q54_Evw8sEqNlQq31omVkWmPmw,20240101,京王閣,2,F1,Ａ級予選,base_color_2_bk,base_color_2,2,,012742,山田　雅之,,,岐　阜,A1,A1,追,85.18,0,0,5,0,0
40e_64vLzizZus8EyHmUfNTSgZsaM5D6Zs8c18q54_Evw8sEqNlQq31omVkWmPmw,20240101,京王閣,2,F1,Ａ級予選,base_color_3_bk,base_color_3,3,,013839,若林　耕司,color_blue,追加,群　馬,A2,A2,追,82.88,0,0,4,1,0
40e_64vLzizZus8EyHmUfNTSgZsaM5D6Zs8c18q54_Evw8sEqNlQq31omVkWmPmw,20240101,京王閣,2,F1,Ａ級予選,base_color_4_bk,base_color_4,4,,014280,井上　公利,,,宮　城,A1,A2,逃,85.04,7,3,3,0,8
40e_64vLzizZus8EyHmUfNTSgZsaM5D6Zs8c18q54_Evw8sEqNlQq31omVkWmPmw,20240101,京王閣,2,F1,Ａ級予選,base_color_5_bk,base_color_5,5,,015422,安達　隆己,,,栃　木,A2,A2,逃,78.95,0,1,0,0,2
40e_64vLzizZus8EyHmUfNTSgZsaM5D6Zs8c18q54_Evw8sEqNlQq31omVkWmPmw,20240101,京王閣,2,F1,Ａ級予選,base_color_6_bk,base_color_6,6,,012893,吉野　猛,,,愛　知,A3,A2,追,73.83,0,0,6,6,0
40e_64vLzizZus8EyHmUfNTSgZsaM5D6Zs8c18q54_Evw8sEqNlQq31omVkWmPmw,20240101,京王閣,2,F1,Ａ級予選,base_color_7_bk,base_color_7,7,,014474,山崎　晃,,,石　川,A1,A2,両,84.75,5,3,1,1,12
40e_64vLzizZus8EyHmUfJ3CdPnNMZtC8uDuOE8mcENDsJ-kJOxR6nAdgZaeY8cC,20240101,京王閣,3,F1,Ａ級予選,base_color_1_bk,base_color_1,1,,014674,丹波　孝佑,,,大　阪,A1,A1,逃,89.07,12,3,0,0,19
40e_64vLzizZus8EyHmUfJ3CdPnNMZtC8uDuOE8mcENDsJ-kJOxR6nAdgZaeY8cC,20240101,京王閣,3,F1,Ａ級予選,base_color_2_bk,base_color_2,2,,013105,松本　一成,,,新　潟,A2,A2,逃,77.74,1,1,0,1,4
40e_64vLzizZus8EyHmUfJ3CdPnNMZtC8uDuOE8mcENDsJ-kJOxR6nAdgZaeY8cC,20240101,京王閣,3,F1,Ａ級予選,base_color_3_bk,base_color_3,3,,011341,黒崎　直行,,,栃　木,A2,A2,追,80.54,0,0,0,2,0
40e_64vLzizZus8EyHmUfJ3CdPnNMZtC8uDuOE8mcENDsJ-kJOxR6nAdgZaeY8cC,20240101,京王閣,3,F1,Ａ級予選,base_color_4_bk,base_color_4,4,,013716,佐藤　亙,,,愛　知,A1,A1,追,89.11,0,0,3,6,0
