race_encp,race_date,track,race_no,grade,syumoku,syabanBgColorInfo,syabanCharColorInfo,syaban,wakuban,sensyuRegistNo,sensyuName,ketujyouTuikaHojyuColorInfo,ketujyouTuikaHojyu,huKen,prevKyuhan,kyuhan,kyakusitu,heikinTokuten,nigeCnt,makuriCnt,sasiCnt,markCnt,backCnt
smk0n7SBH_a9mcIxlw8vehhKd3sxEzAQDCyedVu0Lxwgm63y316to5BXgnXbN91S,20240315,伊東,1,G3,Ｌ級ガールズ予選（第２走）,base_color_1_bk,base_color_1,1,,015493,増田　夕華,,,岐　阜,L1,L1,両,53.00,0,2,4,4,4
smk0n7SBH_a9mcIxlw8vehhKd3sxEzAQDCyedVu0Lxwgm63y316to5BXgnXbN91S,20240315,伊東,1,G3,Ｌ級ガールズ予選（第２走）,base_color_2_bk,base_color_2,2,,014908,藤原亜衣里,,,新　潟,L1,L1,両,45.50,0,0,0,1,0
smk0n7SBH_a9mcIxlw8vehhKd3sxEzAQDCyedVu0Lxwgm63y316to5BXgnXbN91S,20240315,伊東,1,G3,Ｌ級ガールズ予選（第２走）,base_color_3_bk,base_color_3,3,,015221,吉村早耶香,,,静　岡,L1,L1,両,55.11,4,6,2,2,6
smk0n7SBH_a9mcIxlw8vehhKd3sxEzAQDCyedVu0Lxwgm63y316to5BXgnXbN91S,20240315,伊東,1,G3,Ｌ級ガールズ予選（第２走）,base_color_4_bk,base_color_4,4,,014962,石井　貴子,,,東　京,L1,L1,両,54.04,12,2,0,0,20
smk0n7SBH_a9mcIxlw8vehhKd3sxEzAQDCyedVu0Lxwgm63y316to5BXgnXbN91S,20240315,伊東,1,G3,Ｌ級ガールズ予選（第２走）,base_color_5_bk,base_color_5,5,,015772,横山　愛海,,,高　知,L1,L1,両,43.83,0,0,0,0,0
smk0n7SBH_a9mcIxlw8vehhKd3sxEzAQDCyedVu0Lxwgm63y316to5BXgnXbN91S,20240315,伊東,1,G3,Ｌ級ガールズ予選（第２走）,base_color_6_bk,base_color_6,6,,015144,鈴木　奈央,,,静　岡,L1,L1,両,53.50,0,2,4,3,3
smk0n7SBH_a9mcIxlw8vehhKd3sxEzAQDCyedVu0Lxwgm63y316to5BXgnXbN91S,20240315,伊東,1,G3,Ｌ級ガールズ予選（第２走）,base_color_7_bk,base_color_7,7,,015017,青木　美優,,,栃　木,L1,L1,両,47.71,0,0,0,1,0
smk0n7SBH_a9mcIxlw8vertfc2W9NNU1ujUNbQNEVFnr1yY4OexQ8xjGRfnqCTsS,20240315,伊東,2,G3,Ｌ級ガールズ予選（第２走）,base_color_1_bk,base_color_1,1,,015069,細田　愛未,,,埼　玉,L1,L1,両,54.66,1,2,8,4,3
smk0n7SBH_a9mcIxlw8vertfc2W9NNU1ujUNbQNEVFnr1yY4OexQ8xjGRfnqCTsS,20240315,伊東,2,G3,Ｌ級ガールズ予選（第２走）,base_color_2_bk,base_color_2,2,,015071,佐藤亜貴子,,,神奈川,L1,L1,両,48.46,1,1,2,2,6
smk0n7SBH_a9mcIxlw8vertfc2W9NNU1ujUNbQNEVFnr1yY4OexQ8xjGRfnqCTsS,20240315,伊東,2,G3,Ｌ級ガールズ予選（第２走）,base_color_3_bk,base_color_3,3,,014900,小林　莉子,,,東　京,L1,L1,両,56.52,0,9,12,1,2
smk0n7SBH_a9mcIxlw8vertfc2W9NNU1ujUNbQNEVFnr1yY4OexQ8xjGRfnqCTsS,20240315,伊東,2,G3,Ｌ級ガールズ予選（第２走）,base_color_4_bk,base_color_4,4,,015496,布居　光,color_blue,追加,和歌山,L1,L1,両,46.83,2,1,0,1,7
smk0n7SBH_a9mcIxlw8vertfc2W9NNU1ujUNbQNEVFnr1yY4OexQ8xjGRfnqCTsS,20240315,伊東,2,G3,Ｌ級ガールズ予選（第２走）,base_color_5_bk,base_color_5,5,,015771,藤高　千恵,,,広　島,L1,L1,両,44.33,0,0,0,1,0
smk0n7SBH_a9mcIxlw8vertfc2W9NNU1ujUNbQNEVFnr1yY4OexQ8xjGRfnqCTsS,20240315,伊東,2,G3,Ｌ級ガールズ予選（第２走）,base_color_6_bk,base_color_6,6,,015673,塩田　日海,,,神奈川,L1,L1,両,48.59,0,2,0,1,0
smk0n7SBH_a9mcIxlw8vertfc2W9NNU1ujUNbQNEVFnr1yY4OexQ8xjGRfnqCTsS,20240315,伊東,2,G3,Ｌ級ガールズ予選（第２走）,base_color_7_bk,base_color_7,7,,015308,當銘　直美,,,愛　知,L1,L1,両,55.40,3,3,5,4,6
smk0n7SBH_a9mcIxlw8veguc0ZN51RssOhTvsuKZKqeib82nwwyU4mQUGuB55jg1,20240315,伊東,3,G3,Ｌ級ガールズ予選（第２走）,base_color_1_bk,base_color_1,1,,015576,菅原ななこ,,,宮　城,L1,L1,両,45.22,0,0,0,0,0
smk0n7SBH_a9mcIxlw8veguc0ZN51RssOhTvsuKZKqeib82nwwyU4mQUGuB55jg1,20240315,伊東,3,G3,Ｌ級ガールズ予選（第２走）,base_color_2_bk,base_color_2,2,,015313,豊岡　英子,,,大　阪,L1,L1,両,51.04,0,1,2,3,2
smk0n7SBH_a9mcIxlw8veguc0ZN51RssOhTvsuKZKqeib82nwwyU4mQUGuB55jg1,20240315,伊東,3,G3,Ｌ級ガールズ予選（第２走）,base_color_3_bk,base_color_3,3,,015581,刈込　奈那,,,千　葉,L1,L1,両,45.00,0,0,0,0,8
smk0n7SBH_a9mcIxlw8veguc0ZN51RssOhTvsuKZKqeib82nwwyU4mQUGuB55jg1,20240315,伊東,3,G3,Ｌ級ガールズ予選（第２走）,base_color_4_bk,base_color_4,4,,015220,鈴木　美教,,,静　岡,L1,L1,両,56.13,1,6,4,1,4
smk0n7SBH_a9mcIxlw8veguc0ZN51RssOhTvsuKZKqeib82nwwyU4mQUGuB55jg1,20240315,伊東,3,G3,Ｌ級ガールズ予選（第２走）,base_color_5_bk,base_color_5,5,,015773,枝光　美奈,,,福　岡,L1,L1,両,49.47,0,1,1,0,1
smk0n7SBH_a9mcIxlw8veguc0ZN51RssOhTvsuKZKqeib82nwwyU4mQUGuB55jg1,20240315,伊東,3,G3,Ｌ級ガールズ予選（第２走）,base_color_6_bk,base_color_6,6,,015312,日野　未来,,,奈　良,L1,L1,両,55.80,11,4,3,0,15
smk0n7SBH_a9mcIxlw8veguc0ZN51RssOhTvsuKZKqeib82nwwyU4mQUGuB55jg1,20240315,伊東,3,G3,Ｌ級ガールズ予選（第２走）,base_color_7_bk,base_color_7,7,,015585,山本さくら,,,愛　知,L1,L1,両,47.33,0,0,0,1,1
smk0n7SBH_a9mcIxlw8vesSFkvrhFSlhiTwGtTb6995CE9byorwrRgUd7KLsvsSD,20240315,伊東,4,G3,Ｓ級選抜,base_color_1_bk,base_color_1,1,1,015362,脇本　勇希,,,福　井,S2,S2,逃,100.77,2,5,0,0,7
smk0n7SBH_a9mcIxlw8vesSFkvrhFSlhiTwGtTb6995CE9byorwrRgUd7KLsvsSD,20240315,伊東,4,G3,Ｓ級選抜,base_color_2_bk,base_color_2,2,2,015354,齋木　翔多,color_blue,補充,静　岡,S2,S2,逃,98.22,4,2,0,0,21
smk0n7SBH_a9mcIxlw8vesSFkvrhFSlhiTwGtTb6995CE9byorwrRgUd7KLsvsSD,20240315,伊東,4,G3,Ｓ級選抜,base_color_3_bk,base_color_3,3,3,015547,米嶋　恵介,,,岡　山,A1,S2,逃,93.59,1,2,1,0,13
smk0n7SBH_a9mcIxlw8vesSFkvrhFSlhiTwGtTb6995CE9byorwrRgUd7KLsvsSD,20240315,伊東,4,G3,Ｓ級選抜,base_color_4_bk,base_color_4,4,4,014044,八尋　英輔,,,福　岡,A1,S2,追,93.63,0,0,3,0,0
smk0n7SBH_a9mcIxlw8vesSFkvrhFSlhiTwGtTb6995CE9byorwrRgUd7KLsvsSD,20240315,伊東,4,G3,Ｓ級選抜,base_color_5_bk,base_color_5,5,5,012826,渡邉　晴智,,,静　岡,A1,S2,追,96.33,0,0,2,2,0
smk0n7SBH_a9mcIxlw8vesSFkvrhFSlhiTwGtTb6995CE9byorwrRgUd7KLsvsSD,20240315,伊東,4,G3,Ｓ級選抜,base_color_6_bk,base_color_6,6,5,013129,原田　隆,,,大　阪,S2,S2,追,92.86,0,0,0,1,0
smk0n7SBH_a9mcIxlw8vesSFkvrhFSlhiTwGtTb6995CE9byorwrRgUd7KLsvsSD,20240315,伊東,4,G3,Ｓ級選抜,base_color_7_bk,base_color_7,7,6,014325,蓮井　祐輝,,,香　川,A1,S2,追,93.65,0,1,1,0,0
smk0n7SBH_a9mcIxlw8vesSFkvrhFSlhiTwGtTb6995CE9byorwrRgUd7KLsvsSD,20240315,伊東,4,G3,Ｓ級選抜,base_color_8_bk,base_color_8,8,6,014512,長井　妙樹,,,東　京,A1,S2,追,93.27,0,0,0,0,0
smk0n7SBH_a9mcIxlw8vehmKifm_HAJ6RqnA7qw4so20Gvm3MTJ8PqutzKIsnUKB,20240315,伊東,5,G3,Ｓ級選抜,base_color_1_bk,base_color_1,1,1,014466,二藤　元太,,,静　岡,S2,S1,追,102.66,0,0,0,1,0
smk0n7SBH_a9mcIxlw8vehmKifm_HAJ6RqnA7qw4so20Gvm3MTJ8PqutzKIsnUKB,20240315,伊東,5,G3,Ｓ級選抜,base_color_2_bk,base_color_2,2,2,014500,竹村　勇祐,,,秋　田,S2,S2,追,98.92,0,0,0,1,0
smk0n7SBH_a9mcIxlw8vehmKifm_HAJ6RqnA7qw4so20Gvm3MTJ8PqutzKIsnUKB,20240315,伊東,5,G3,Ｓ級選抜,base_color_3_bk,base_color_3,3,3,015463,畝木　聖,,,岡　山,A1,S2,逃,95.36,1,5,0,0,10
smk0n7SBH_a9mcIxlw8vehmKifm_HAJ6RqnA7qw4so20Gvm3MTJ8PqutzKIsnUKB,20240315,伊東,5,G3,Ｓ級選抜,base_color_4_bk,base_color_4,4,4,015440,長田　龍拳,,,静　岡,A1,S2,逃,99.08,5,1,1,0,11
