race_encp,race_date,track,race_no,grade,syumoku,syabanBgColorInfo,syabanCharColorInfo,syaban,wakuban,sensyuRegistNo,sensyuName,ketujyouTuikaHojyuColorInfo,ketujyouTuikaHojyu,huKen,prevKyuhan,kyuhan,kyakusitu,heikinTokuten,nigeCnt,makuriCnt,sasiCnt,markCnt,backCnt
L-h0DRY0KFM8zxiuG3qDbFyw0WryB28J5sH3AnjbIUa9LoHnC-NdrqW-SzJRZAbV,20240308,松山,1,G3,Ｓ級選抜,base_color_1_bk,base_color_1,1,1,014714,橋本　智昭,,,宮　城,S2,S2,逃,100.45,1,3,2,2,5
L-h0DRY0KFM8zxiuG3qDbFyw0WryB28J5sH3AnjbIUa9LoHnC-NdrqW-SzJRZAbV,20240308,松山,1,G3,Ｓ級選抜,base_color_2_bk,base_color_2,2,2,015516,木村　皆斗,,,茨　城,S2,S2,逃,99.29,2,1,1,1,8
L-h0DRY0KFM8zxiuG3qDbFyw0WryB28J5sH3AnjbIUa9LoHnC-NdrqW-SzJRZAbV,20240308,松山,1,G3,Ｓ級選抜,base_color_3_bk,base_color_3,3,3,014108,山中　貴雄,,,高　知,S1,S1,追,98.13,0,0,0,3,0
L-h0DRY0KFM8zxiuG3qDbFyw0WryB28J5sH3AnjbIUa9LoHnC-NdrqW-SzJRZAbV,20240308,松山,1,G3,Ｓ級選抜,base_color_4_bk,base_color_4,4,4,013642,西岡　正一,,,和歌山,A1,S2,追,95.24,0,0,3,4,0
L-h0DRY0KFM8zxiuG3qDbFyw0WryB28J5sH3AnjbIUa9LoHnC-NdrqW-SzJRZAbV,20240308,松山,1,G3,Ｓ級選抜,base_color_5_bk,base_color_5,5,4,015325,後藤　悠,,,岩　手,S2,S2,逃,96.26,2,1,1,1,4
L-h0DRY0KFM8zxiuG3qDbFyw0WryB28J5sH3AnjbIUa9LoHnC-NdrqW-SzJRZAbV,20240308,松山,1,G3,Ｓ級選抜,base_color_6_bk,base_color_6,6,5,015042,高橋　泰裕,,,埼　玉,S2,S2,両,94.10,0,0,1,1,0
L-h0DRY0KFM8zxiuG3qDbFyw0WryB28J5sH3AnjbIUa9LoHnC-NdrqW-SzJRZAbV,20240308,松山,1,G3,Ｓ級選抜,base_color_7_bk,base_color_7,7,5,014398,藤田　勝也,,,和歌山,S2,S2,追,106.78,0,0,7,1,0
L-h0DRY0KFM8zxiuG3qDbFyw0WryB28J5sH3AnjbIUa9LoHnC-NdrqW-SzJRZAbV,20240308,松山,1,G3,Ｓ級選抜,base_color_8_bk,base_color_8,8,6,015547,米嶋　恵介,color_blue,補充,岡　山,A1,S2,逃,94.12,1,2,1,0,13
L-h0DRY0KFM8zxiuG3qDbFyw0WryB28J5sH3AnjbIUa9LoHnC-NdrqW-SzJRZAbV,20240308,松山,1,G3,Ｓ級選抜,base_color_9_bk,base_color_9,9,6,014178,伊原　克彦,,,福　井,A1,S2,両,95.82,0,5,4,0,4
L-h0DRY0KFM8zxiuG3qDbI6awPG0uPwaFc24ia1Z6kpsJPbud9PE5VwUgZc32EWm,20240308,松山,2,G3,Ｓ級選抜,base_color_1_bk,base_color_1,1,1,015569,谷口　力也,,,熊　本,A2,S2,逃,97.72,6,2,0,0,10
