race_encp,race_date,track,race_no,grade,syumoku,syoriKbn,syusouInfoExistFlg,yudoSensyuName,raceResult1Syaban,raceResult2Syaban,backCnt1Syaban,backCnt2Syaban,lastUpdateTime
5JBLdC8cyCWI9sEL6PUbQjUYO5ANL2CylL-YN3OGWa_eUkdzVIVNhvOcMZ9IXU5d,20240108,高松,5,F2,Ｌ級ガールズ一般,1,1,吉田　彰久,6,2,2,6,2024/01/08 07:02&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQjNgW82wQsR9DpTuIUebGE7bTH8_z1ImMmZ2WNIMHT6e,20240108,高松,6,F2,Ａ級特一般,1,1,児玉慎一郎,1,3,"1,4",,2024/01/08 07:02&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQgJTXOJJwrkSQ8BXdofg9h8fNSy_mw5DpIUnVHQVX0Xb,20240108,高松,7,F2,Ａ級特一般,1,1,宮本　佳樹,7,5,7,"3,4",2024/01/08 07:02&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQu9Fz5Nt75cuDoHV9qkMgSdXWusK7kJh--VW9bW70fAI,20240108,高松,8,F2,Ａ級特選,1,1,清水　邦章,3,4,4,6,2024/01/08 07:02&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQhoNRZDBI68il_-VFMGDVi2pBImKNzebaSPAmQpwLKaO,20240108,高松,9,F2,Ａ級特選,1,1,児玉慎一郎,5,3,5,"1,2",2024/01/08 07:02&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQj9V5HXWJLu5DfY9XubiKp_LbI4hmULEe7ik_dJp6CF1,20240108,高松,10,F2,Ａ級チャレンジ決勝,1,1,蓮井　祐輝,3,2,7,4,2024/01/08 07:02&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQon1LJRptD87x0_ASg_7Ba9vCrPUeHjsfN1jwILZzUPq,20240108,高松,11,F2,Ｌ級ガールズ決勝,1,1,宮本　佳樹,1,5,2,1,2024/01/08 07:02&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQoq7l5j16FzsfB34tqVoR2v1FWCp610SHw-ii1S1o0Ut,20240108,高松,12,F2,Ａ級決勝,1,1,児玉慎一郎,3,4,"4,5",,2024/01/08 07:02&nbsp;更新
UosXmmT46sas3f00b2K8zEEXtjLkNT0jCYfNOCEtAZasvD-3kLTj4Y0ww7VjTjut,20240109,岸和田,1,F1,Ａ級一般,1,1,井上　将志,1,4,4,,2024/01/09 07:05&nbsp;更新
UosXmmT46sas3f00b2K8zJqeJKRZ9epwioOskzsfcQlUp4ddwv7ftXiRQuOqm22e,20240109,岸和田,2,F1,Ａ級一般,1,1,中武三四郎,3,1,2,3,2024/01/09 07:05&nbsp;更新
UosXmmT46sas3f00b2K8zGFag_xJT2sP5MrwQ8M9BK3JF8GCBWPyfAeN7DlUX13p,20240109,岸和田,3,F1,Ａ級特選,1,1,伊藤　成紀,2,1,6,"5,7",2024/01/09 07:05&nbsp;更新
UosXmmT46sas3f00b2K8zOCK0Jtm5eYV7bKpjVL-RB4YPLLXQ3SNhKw43h_0sRV7,20240109,岸和田,4,F1,Ａ級特選,1,1,井上　将志,3,2,4,2,2024/01/09 07:05&nbsp;更新
UosXmmT46sas3f00b2K8zMoUudS67JD9Yio-5CLJSJmPcbPQ1tuHJa9ECcAHDwkA,20240109,岸和田,5,F1,Ｓ級一般,1,1,志水　祐彦,2,3,6,4,2024/01/09 07:05&nbsp;更新
UosXmmT46sas3f00b2K8zAQkWdb2h8C8rWx8eTVswWG4qn3JDbTLDGjzSW2mByYw,20240109,岸和田,6,F1,Ｓ級一般,1,1,原田　隆,1,4,1,3,2024/01/09 07:05&nbsp;更新
UosXmmT46sas3f00b2K8zKHH24oy2tk-dtHwP6rd823WjmyAUgDMxbVAluu--jMZ,20240109,岸和田,7,F1,Ｓ級一般,1,1,伊藤　成紀,1,3,1,7,2024/01/09 07:05&nbsp;更新
UosXmmT46sas3f00b2K8zNxHt8uCz3jlxflkqWBdgYDYGahS4lcWjVU6TQvfUzAs,20240109,岸和田,8,F1,Ａ級決勝,1,1,原田　隆,3,7,4,6,2024/01/09 07:05&nbsp;更新
UosXmmT46sas3f00b2K8zAmzOs9KPql32zjKrC-kdQYKZgvn8nJFZJqjtDWLnJXA,20240109,岸和田,9,F1,Ｓ級特選,1,1,中武三四郎,3,5,1,5,2024/01/09 07:05&nbsp;更新
UosXmmT46sas3f00b2K8zGsdFIkmEV0pvwPMoRoRLVrQBBBHpIHGsnewMhi-z1w-,20240109,岸和田,10,F1,Ｓ級特選,1,1,伊藤　成紀,2,4,7,4,2024/01/09 07:05&nbsp;更新
UosXmmT46sas3f00b2K8zE3MGgd7wPzs0DXFNmUtW9h_9eHjqJ9yATkP9PbMGoRl,20240109,岸和田,11,F1,Ｓ級特選,1,1,志水　祐彦,1,4,5,7,2024/01/09 07:05&nbsp;更新
UosXmmT46sas3f00b2K8zOteZLbyxMDlVqMMUGkn9vYnuvJu4T1CQ2ljeTZ5as33,20240109,岸和田,12,F1,Ｓ級決勝,1,1,原田　隆,3,1,4,7,2024/01/09 07:05&nbsp;更新
L-h0DRY0KFM8zxiuG3qDbIwy5PVsPfzWrElaKzWss8J-5oRU3D5jzVV-nQHqO2Q_,20240109,松山,1,F1,Ａ級一般,1,1,升澤　祥晃,4,2,3,7,2024/01/09 07:05&nbsp;更新
L-h0DRY0KFM8zxiuG3qDbBwcharj1n2vb73zkifW1at6QkcvhMPdevxpoIs66QSD,20240109,松山,2,F1,Ａ級一般,1,1,板崎　佑矢,5,3,5,6,2024/01/09 07:05&nbsp;更新
L-h0DRY0KFM8zxiuG3qDbOYuvLwRxDLFypVv13MygRXLe3elE25mx8VTXXczOd3p,20240109,松山,3,F1,Ａ級準決勝,1,1,小川　祐司,7,1,3,6,2024/01/09 07:05&nbsp;更新
L-h0DRY0KFM8zxiuG3qDbC-76Unk7lE7zWyatfooSTNNt0rYI6unhnv0ZYxfDXcw,20240109,松山,4,F1,Ａ級準決勝,1,1,宇根　秀俊,1,2,4,5,2024/01/09 07:05&nbsp;更新
L-h0DRY0KFM8zxiuG3qDbDwTv91wJeQVsng-32eIdEuAlrPsos52w3axYkmK6bdq,20240109,松山,5,F1,Ａ級準決勝,1,1,溪　飛雄馬,1,3,5,4,2024/01/09 07:05&nbsp;更新
L-h0DRY0KFM8zxiuG3qDbBKEHIEBlDbXWtPrXQ9lzvV0NFwSurfPKsXNex0CFbxf,20240109,松山,6,F1,Ｌ級ガールズ予選（第２走）,1,1,升澤　祥晃,7,2,5,2,2024/01/09 07:05&nbsp;更新
L-h0DRY0KFM8zxiuG3qDbOK8G1c8ruDjcrzugI9MWxWOfhK7pNie4l0NZt2X90RD,20240109,松山,7,F1,Ｌ級ガールズ予選（第２走）,1,1,板崎　佑矢,3,1,7,5,2024/01/09 07:05&nbsp;更新
L-h0DRY0KFM8zxiuG3qDbDlZdghL7F9Y1CNQReQ7V2KDAkeWnc5HV1DRlVdwr-RV,20240109,松山,8,F1,Ｓ級一般,1,1,小川　祐司,4,5,6,2,2024/01/09 07:05&nbsp;更新
L-h0DRY0KFM8zxiuG3qDbLY18ktOvfwX1umLz6uuab6f9ShU4ygWAAAAHhKbfhb2,20240109,松山,9,F1,Ｓ級一般,1,1,宇根　秀俊,2,1,"3,4",,2024/01/09 07:05&nbsp;更新
