race_encp,race_date,track,race_no,grade,syumoku,syoriKbn,syusouInfoExistFlg,yudoSensyuName,raceResult1Syaban,raceResult2Syaban,backCnt1Syaban,backCnt2Syaban,lastUpdateTime
5JBLdC8cyCWI9sEL6PUbQivaiY1r8cUg7sWOwYhhKA6mv3g_JihdEtIheVvg6-v6,20240115,高松,1,F1,Ａ級一般,1,1,組橋　一高,2,4,7,6,2024/01/15 07:05&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQqWQCuGBIvI97mz6tzfCb3SU0sCFSScHy3IO7sYEE9YQ,20240115,高松,2,F1,Ａ級一般,1,1,玉村　元気,7,4,7,2,2024/01/15 07:05&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQuMt7alY-CqpaeJMeOxWgq7bsh-PdTqg7s_guq6RjzuJ,20240115,高松,3,F1,Ａ級準決勝,1,1,渋谷　海,5,2,4,1,2024/01/15 07:05&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQm7J0g-4lzylBiv6QtBJg3BvVfcKhqAqr_jkQpjgIPHi,20240115,高松,4,F1,Ａ級準決勝,1,1,組橋　一高,2,4,7,5,2024/01/15 07:05&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQpOEWuFiA6_lbVTroSvqeAZnGl3gUiF1rEvMk624kgIw,20240115,高松,5,F1,Ａ級準決勝,1,1,清水　邦章,1,2,4,1,2024/01/15 07:05&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQsHj9Fc-t_aBdU7i-6F9B5kPnYPqLGaDPO2ZUOVdievz,20240115,高松,6,F1,Ｓ級一般,1,1,石原　颯,7,2,7,4,2024/01/15 07:05&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQlQLUFAWdr1V4WMQzSHgFsE_JXRQOfObnXuZ4ix7IC7o,20240115,高松,7,F1,Ｓ級一般,1,1,玉村　元気,4,1,5,7,2024/01/15 07:05&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQoP6GhFAx73uf5fbYlp6fygNxInqorY3OM_TS1WHwv7L,20240115,高松,8,F1,Ｓ級選抜,1,1,渋谷　海,3,1,6,7,2024/01/15 07:05&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQk3sybbi8QZY13-m1hw1pwKB5fMWgrHrCuVX9jEXOZdc,20240115,高松,9,F1,Ｓ級選抜,1,1,清水　邦章,2,7,7,"2,4",2024/01/15 07:05&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQqE2EWmAo5LK9WEPMuiF1bp0JP6cfhDQCSj0B46qdVhE,20240115,高松,10,F1,Ｓ級準決勝,1,1,渋谷　海,2,5,2,7,2024/01/15 07:05&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQnmPHm7mieqHT7f36oBzD0TIGM1_NEinEbtBUAfyfhmQ,20240115,高松,11,F1,Ｓ級準決勝,1,1,清水　邦章,2,1,3,1,2024/01/15 07:05&nbsp;更新
5JBLdC8cyCWI9sEL6PUbQh5xzzwHBTO66Yl4aNIR06TzbDAajr_ZQziAZ1i98dcK,20240115,高松,12,F1,Ｓ級準決勝,1,1,石原　颯,1,5,7,5,2024/01/15 07:05&nbsp;更新
TzXNr1IyQYXd8vmMpJjd_wGB_DilH6eBVYGSt7bTqzIhH6QbPeQYS9AShVIskc0f,20240115,小倉,1,F1,Ａ級一般,1,1,杉山　剛,5,7,7,1,2024/01/15 07:05&nbsp;更新
TzXNr1IyQYXd8vmMpJjd_9UN_QmQF2Cz36Vq-4b0fe9ZDFhF9Bwt0IX8yVuqZd0M,20240115,小倉,2,F1,Ａ級一般,1,1,長野　和弘,7,1,6,4,2024/01/15 07:05&nbsp;更新
