race_encp,race_date,track,race_no,grade,syumoku,syabanBgColorInfo,syabanCharColorInfo,syaban,wakuban,sensyuRegistNo,sensyuName,ketujyouTuikaHojyuColorInfo,ketujyouTuikaHojyu,huKen,prevKyuhan,kyuhan,kyakusitu,heikinTokuten,nigeCnt,makuriCnt,sasiCnt,markCnt,backCnt
5JBLdC8cyCWI9sEL6PUbQin56nDy-hVQ4zha58u-ZO3p81sm3alu9pHMvpbciwr-,20240219,高松,1,G3,Ｓ級一般,base_color_1_bk,base_color_1,1,,014337,佐々木翔一,,,佐　賀,A1,S2,両,92.29,0,2,5,2,0
5JBLdC8cyCWI9sEL6PUbQin56nDy-hVQ4zha58u-ZO3p81sm3alu9pHMvpbciwr-,20240219,高松,1,G3,Ｓ級一般,base_color_2_bk,base_color_2,2,,015236,藤根　俊貴,,,岩　手,A1,S2,逃,91.21,0,3,0,0,5
5JBLdC8cyCWI9sEL6PUbQin56nDy-hVQ4zha58u-ZO3p81sm3alu9pHMvpbciwr-,20240219,高松,1,G3,Ｓ級一般,base_color_3_bk,base_color_3,3,,013959,鷲田　佳史,,,福　井,S1,S2,追,102.53,0,0,4,1,0
5JBLdC8cyCWI9sEL6PUbQin56nDy-hVQ4zha58u-ZO3p81sm3alu9pHMvpbciwr-,20240219,高松,1,G3,Ｓ級一般,base_color_4_bk,base_color_4,4,,012785,小橋　明紀,,,青　森,A1,S2,追,91.06,0,0,6,3,0
5JBLdC8cyCWI9sEL6PUbQin56nDy-hVQ4zha58u-ZO3p81sm3alu9pHMvpbciwr-,20240219,高松,1,G3,Ｓ級一般,base_color_5_bk,base_color_5,5,,015632,常次　勇人,,,大　阪,A2,S2,逃,93.39,9,5,0,0,16
5JBLdC8cyCWI9sEL6PUbQin56nDy-hVQ4zha58u-ZO3p81sm3alu9pHMvpbciwr-,20240219,高松,1,G3,Ｓ級一般,base_color_6_bk,base_color_6,6,,014325,蓮井　祐輝,color_blue,補充,香　川,A1,S2,追,90.35,0,0,3,1,0
5JBLdC8cyCWI9sEL6PUbQhz511XUKPDKXz2e5YpdzhJ8rcONnT96HePcnknnUZvL,20240219,高松,2,G3,Ｓ級一般,base_color_1_bk,base_color_1,1,1,013653,森安　崇之,,,香　川,S2,S2,追,94.43,0,0,2,0,0
5JBLdC8cyCWI9sEL6PUbQhz511XUKPDKXz2e5YpdzhJ8rcONnT96HePcnknnUZvL,20240219,高松,2,G3,Ｓ級一般,base_color_2_bk,base_color_2,2,2,015361,高田　修汰,,,福　井,S2,S2,逃,94.48,3,0,0,0,15
5JBLdC8cyCWI9sEL6PUbQhz511XUKPDKXz2e5YpdzhJ8rcONnT96HePcnknnUZvL,20240219,高松,2,G3,Ｓ級一般,base_color_3_bk,base_color_3,3,3,014051,早坂　秀悟,,,茨　城,S2,S2,逃,96.00,2,1,0,1,14
5JBLdC8cyCWI9sEL6PUbQhz511XUKPDKXz2e5YpdzhJ8rcONnT96HePcnknnUZvL,20240219,高松,2,G3,Ｓ級一般,base_color_4_bk,base_color_4,4,4,014454,上原　龍,,,長　野,S2,S2,両,96.03,0,0,1,0,0
