race_date,track,target_high_payout,ensemble_prediction,Model1_Balanced_prediction,Model2_Conservative_prediction,Model3_Complex_prediction
20240101,13,0,0.0,0.0,0.0,0.0
20240101,28,0,0.0,0.0,0.0,0.0
20240101,28,0,0.0,0.0,0.0,0.0
20240101,28,0,0.0,0.0,0.0,0.0
20240101,28,0,0.0,0.0,0.0,0.0
20240101,28,1,0.0,0.0,0.0,0.0
20240101,28,0,0.0,0.0,0.0,0.0
20240101,28,0,0.0,0.0,0.0,0.0
20240101,22,0,0.0,0.0,0.0,0.0
20240101,22,0,0.0,0.0,0.0,0.0
20240101,22,0,0.0,0.0,0.0,0.0
20240101,22,0,0.0,0.0,0.0,0.0
20240101,22,0,0.0,0.0,0.0,0.0
20240101,22,0,0.0,0.0,0.0,0.0
20240101,22,0,0.0,0.0,0.0,0.0
20240101,22,0,0.0,0.0,0.0,0.0
20240101,22,1,0.0,0.0,0.0,0.0
20240101,22,0,0.0,0.0,0.0,0.0
20240101,22,0,0.0,0.0,0.0,0.0
20240101,22,1,0.0,0.0,0.0,0.0
20240101,19,0,0.0,0.0,0.0,0.0
20240101,19,0,0.0,0.0,0.0,0.0
20240101,19,1,0.0,0.0,0.0,0.0
20240101,19,0,0.0,0.0,0.0,0.0
20240101,19,0,0.0,0.0,0.0,0.0
20240101,19,1,0.0,0.0,0.0,0.0
20240101,19,0,0.0,0.0,0.0,0.0
20240101,19,0,0.0,0.0,0.0,0.0
20240101,19,0,0.0,0.0,0.0,0.0
20240101,19,0,0.0,0.0,0.0,0.0
20240101,19,0,0.0,0.0,0.0,0.0
20240101,19,1,0.0,0.0,0.0,0.0
20240101,1,0,0.0,0.0,0.0,0.0
20240101,1,0,0.0,0.0,0.0,0.0
20240101,1,0,0.0,0.0,0.0,0.0
20240101,1,0,0.0,0.0,0.0,0.0
20240101,1,1,0.0,0.0,0.0,0.0
20240101,1,0,0.0,0.0,0.0,0.0
20240101,1,1,0.0,0.0,0.0,0.0
20240101,1,1,0.0,0.0,0.0,0.0
20240101,1,1,0.0,0.0,0.0,0.0
20240101,1,0,0.0,0.0,0.0,0.0
20240101,1,0,0.0,0.0,0.0,0.0
20240101,1,1,0.0,0.0,0.0,0.0
20240101,4,0,0.0,0.0,0.0,0.0
20240101,4,0,0.0,0.0,0.0,0.0
20240101,4,0,0.0,0.0,0.0,0.0
20240101,4,1,0.0,0.0,0.0,0.0
20240101,4,0,0.0,0.0,0.0,0.0
20240101,4,0,0.0,0.0,0.0,0.0
20240101,4,1,0.0,0.0,0.0,0.0
20240102,16,0,0.0,0.0,0.0,0.0
20240102,16,0,0.0,0.0,0.0,0.0
20240102,16,0,0.0,0.0,0.0,0.0
20240102,16,0,0.0,0.0,0.0,0.0
20240102,16,0,0.0,0.0,0.0,0.0
20240102,16,0,0.0,0.0,0.0,0.0
20240102,16,0,0.0,0.0,0.0,0.0
20240102,16,0,0.0,0.0,0.0,0.0
20240102,16,1,0.0,0.0,0.0,0.0
20240102,16,0,0.0,0.0,0.0,0.0
20240102,16,0,0.0,0.0,0.0,0.0
20240102,16,0,0.0,0.0,0.0,0.0
20240102,2,0,0.0,0.0,0.0,0.0
20240102,2,0,0.0,0.0,0.0,0.0
20240102,2,0,0.0,0.0,0.0,0.0
20240102,2,0,0.0,0.0,0.0,0.0
20240102,2,0,0.0,0.0,0.0,0.0
20240102,2,0,0.0,0.0,0.0,0.0
20240102,2,0,0.0,0.0,0.0,0.0
20240102,2,1,0.0,0.0,0.0,0.0
20240102,2,1,0.0,0.0,0.0,0.0
20240102,2,0,0.0,0.0,0.0,0.0
20240102,2,1,0.0,0.0,0.0,0.0
20240102,2,0,0.0,0.0,0.0,0.0
20240102,24,1,0.0,0.0,0.0,0.0
20240102,24,1,0.0,0.0,0.0,0.0
20240102,24,0,0.0,0.0,0.0,0.0
20240102,24,0,0.0,0.0,0.0,0.0
20240102,24,0,0.0,0.0,0.0,0.0
20240102,24,0,0.0,0.0,0.0,0.0
20240102,24,0,0.0,0.0,0.0,0.0
20240102,24,0,0.0,0.0,0.0,0.0
20240102,24,0,0.0,0.0,0.0,0.0
20240102,24,0,0.0,0.0,0.0,0.0
20240102,24,0,0.0,0.0,0.0,0.0
20240102,24,0,0.0,0.0,0.0,0.0
20240102,13,0,0.0,0.0,0.0,0.0
20240102,13,0,0.0,0.0,0.0,0.0
20240102,13,0,0.0,0.0,0.0,0.0
20240102,13,0,0.0,0.0,0.0,0.0
20240102,13,0,0.0,0.0,0.0,0.0
20240102,13,0,0.0,0.0,0.0,0.0
20240102,13,1,0.0,0.0,0.0,0.0
20240102,13,1,0.0,0.0,0.0,0.0
20240102,13,0,0.0,0.0,0.0,0.0
20240102,13,0,0.0,0.0,0.0,0.0
20240102,13,1,0.0,0.0,0.0,0.0
20240102,13,0,0.0,0.0,0.0,0.0
20240102,28,0,0.0,0.0,0.0,0.0
20240102,28,0,0.0,0.0,0.0,0.0
20240102,28,1,0.0,0.0,0.0,0.0
20240102,28,0,0.0,0.0,0.0,0.0
20240102,28,0,0.0,0.0,0.0,0.0
20240102,28,0,0.0,0.0,0.0,0.0
20240102,28,1,0.0,0.0,0.0,0.0
20240102,22,0,0.0,0.0,0.0,0.0
20240102,22,0,0.0,0.0,0.0,0.0
20240102,22,0,0.0,0.0,0.0,0.0
20240102,22,0,0.0,0.0,0.0,0.0
20240102,22,0,0.0,0.0,0.0,0.0
20240102,22,0,0.0,0.0,0.0,0.0
20240102,22,0,0.0,0.0,0.0,0.0
20240102,22,0,0.0,0.0,0.0,0.0
20240102,22,0,0.0,0.0,0.0,0.0
20240102,22,0,0.0,0.0,0.0,0.0
20240102,22,1,0.0,0.0,0.0,0.0
20240102,22,0,0.0,0.0,0.0,0.0
20240102,19,0,0.0,0.0,0.0,0.0
20240102,19,1,0.0,0.0,0.0,0.0
20240102,19,0,0.0,0.0,0.0,0.0
20240102,19,0,0.0,0.0,0.0,0.0
20240102,19,0,0.0,0.0,0.0,0.0
20240102,19,0,0.0,0.0,0.0,0.0
20240102,19,0,0.0,0.0,0.0,0.0
20240102,19,0,0.0,0.0,0.0,0.0
20240102,19,0,0.0,0.0,0.0,0.0
20240102,19,0,0.0,0.0,0.0,0.0
20240102,19,1,0.0,0.0,0.0,0.0
20240102,19,1,0.0,0.0,0.0,0.0
20240102,1,0,0.0,0.0,0.0,0.0
20240102,1,0,0.0,0.0,0.0,0.0
20240102,1,0,0.0,0.0,0.0,0.0
20240102,1,0,0.0,0.0,0.0,0.0
20240102,1,0,0.0,0.0,0.0,0.0
20240102,1,0,0.0,0.0,0.0,0.0
20240102,1,0,0.0,0.0,0.0,0.0
20240102,1,0,0.0,0.0,0.0,0.0
20240102,1,0,0.0,0.0,0.0,0.0
20240102,1,0,0.0,0.0,0.0,0.0
20240102,1,0,0.0,0.0,0.0,0.0
20240102,1,0,0.0,0.0,0.0,0.0
20240102,4,0,0.0,0.0,0.0,0.0
20240102,4,0,0.0,0.0,0.0,0.0
20240102,4,0,0.0,0.0,0.0,0.0
20240102,4,0,0.0,0.0,0.0,0.0
20240102,4,0,0.0,0.0,0.0,0.0
20240102,4,0,0.0,0.0,0.0,0.0
20240102,4,0,0.0,0.0,0.0,0.0
20240103,16,0,0.0,0.0,0.0,0.0
20240103,16,1,0.0,0.0,0.0,0.0
20240103,16,0,0.0,0.0,0.0,0.0
20240103,16,0,0.0,0.0,0.0,0.0
20240103,16,0,0.0,0.0,0.0,0.0
20240103,16,0,0.0,0.0,0.0,0.0
20240103,16,0,0.0,0.0,0.0,0.0
20240103,16,0,0.0,0.0,0.0,0.0
20240103,16,1,0.0,0.0,0.0,0.0
20240103,16,0,0.0,0.0,0.0,0.0
20240103,16,0,0.0,0.0,0.0,0.0
20240103,16,0,0.0,0.0,0.0,0.0
20240103,2,1,0.0,0.0,0.0,0.0
20240103,2,0,0.0,0.0,0.0,0.0
20240103,2,0,0.0,0.0,0.0,0.0
20240103,2,0,0.0,0.0,0.0,0.0
20240103,2,0,0.0,0.0,0.0,0.0
20240103,2,1,0.0,0.0,0.0,0.0
20240103,2,0,0.0,0.0,0.0,0.0
20240103,2,0,0.0,0.0,0.0,0.0
20240103,2,0,0.0,0.0,0.0,0.0
20240103,2,0,0.0,0.0,0.0,0.0
20240103,2,0,0.0,0.0,0.0,0.0
20240103,2,0,0.0,0.0,0.0,0.0
20240103,24,0,0.0,0.0,0.0,0.0
20240103,24,0,0.0,0.0,0.0,0.0
20240103,24,1,0.0,0.0,0.0,0.0
20240103,24,1,0.0,0.0,0.0,0.0
20240103,24,0,0.0,0.0,0.0,0.0
20240103,24,1,0.0,0.0,0.0,0.0
20240103,24,0,0.0,0.0,0.0,0.0
20240103,24,0,0.0,0.0,0.0,0.0
20240103,24,0,0.0,0.0,0.0,0.0
20240103,24,0,0.0,0.0,0.0,0.0
20240103,24,1,0.0,0.0,0.0,0.0
20240103,24,0,0.0,0.0,0.0,0.0
20240103,35,0,0.0,0.0,0.0,0.0
20240103,35,0,0.0,0.0,0.0,0.0
20240103,35,0,0.0,0.0,0.0,0.0
20240103,35,0,0.0,0.0,0.0,0.0
20240103,35,0,0.0,0.0,0.0,0.0
20240103,35,1,0.0,0.0,0.0,0.0
20240103,35,0,0.0,0.0,0.0,0.0
20240103,35,1,0.0,0.0,0.0,0.0
20240103,35,0,0.0,0.0,0.0,0.0
20240103,35,0,0.0,0.0,0.0,0.0
20240103,35,0,0.0,0.0,0.0,0.0
20240103,35,1,0.0,0.0,0.0,0.0
20240103,28,0,0.0,0.0,0.0,0.0
20240103,28,0,0.0,0.0,0.0,0.0
20240103,28,0,0.0,0.0,0.0,0.0
20240103,28,0,0.0,0.0,0.0,0.0
20240103,28,0,0.0,0.0,0.0,0.0
20240103,28,1,0.0,0.0,0.0,0.0
20240103,28,1,0.0,0.0,0.0,0.0
20240103,22,1,0.0,0.0,0.0,0.0
20240103,22,1,0.0,0.0,0.0,0.0
20240103,22,0,0.0,0.0,0.0,0.0
20240103,22,1,0.0,0.0,0.0,0.0
20240103,22,0,0.0,0.0,0.0,0.0
20240103,22,0,0.0,0.0,0.0,0.0
20240103,22,0,0.0,0.0,0.0,0.0
20240103,22,0,0.0,0.0,0.0,0.0
20240103,22,1,0.0,0.0,0.0,0.0
20240103,22,0,0.0,0.0,0.0,0.0
20240103,22,0,0.0,0.0,0.0,0.0
20240103,22,0,0.0,0.0,0.0,0.0
20240103,40,0,0.0,0.0,0.0,0.0
20240103,40,1,0.0,0.0,0.0,0.0
20240103,40,0,0.0,0.0,0.0,0.0
20240103,40,0,0.0,0.0,0.0,0.0
20240103,40,1,0.0,0.0,0.0,0.0
20240103,40,1,0.0,0.0,0.0,0.0
20240103,40,0,0.0,0.0,0.0,0.0
20240103,40,0,0.0,0.0,0.0,0.0
20240103,40,1,0.0,0.0,0.0,0.0
20240103,40,0,0.0,0.0,0.0,0.0
20240103,40,0,0.0,0.0,0.0,0.0
20240103,40,1,0.0,0.0,0.0,0.0
20240103,4,1,0.0,0.0,0.0,0.0
20240103,4,0,0.0,0.0,0.0,0.0
20240103,4,0,0.0,0.0,0.0,0.0
20240103,4,0,0.0,0.0,0.0,0.0
20240103,4,1,0.0,0.0,0.0,0.0
20240103,4,0,0.0,0.0,0.0,0.0
20240103,4,0,0.0,0.0,0.0,0.0
20240103,6,1,0.0,0.0,0.0,0.0
20240103,6,0,0.0,0.0,0.0,0.0
20240103,6,1,0.0,0.0,0.0,0.0
20240103,6,0,0.0,0.0,0.0,0.0
20240103,6,0,0.0,0.0,0.0,0.0
20240103,6,0,0.0,0.0,0.0,0.0
20240103,6,0,0.0,0.0,0.0,0.0
20240103,6,0,0.0,0.0,0.0,0.0
20240103,6,1,0.0,0.0,0.0,0.0
20240103,6,1,0.0,0.0,0.0,0.0
20240103,6,0,0.0,0.0,0.0,0.0
20240103,6,0,0.0,0.0,0.0,0.0
20240104,24,0,0.0,0.0,0.0,0.0
20240104,24,1,0.0,0.0,0.0,0.0
20240104,24,0,0.0,0.0,0.0,0.0
20240104,24,0,0.0,0.0,0.0,0.0
20240104,24,0,0.0,0.0,0.0,0.0
20240104,24,0,0.0,0.0,0.0,0.0
20240104,24,1,0.0,0.0,0.0,0.0
20240104,24,1,0.0,0.0,0.0,0.0
20240104,24,0,0.0,0.0,0.0,0.0
20240104,24,0,0.0,0.0,0.0,0.0
20240104,24,0,0.0,0.0,0.0,0.0
20240104,24,0,0.0,0.0,0.0,0.0
20240104,35,0,0.0,0.0,0.0,0.0
20240104,35,0,0.0,0.0,0.0,0.0
20240104,35,0,0.0,0.0,0.0,0.0
20240104,35,0,0.0,0.0,0.0,0.0
20240104,35,0,0.0,0.0,0.0,0.0
20240104,35,0,0.0,0.0,0.0,0.0
20240104,35,0,0.0,0.0,0.0,0.0
20240104,35,0,0.0,0.0,0.0,0.0
20240104,35,1,0.0,0.0,0.0,0.0
20240104,35,1,0.0,0.0,0.0,0.0
20240104,35,0,0.0,0.0,0.0,0.0
20240104,35,0,0.0,0.0,0.0,0.0
20240104,31,0,0.0,0.0,0.0,0.0
20240104,31,1,0.0,0.0,0.0,0.0
20240104,31,0,0.0,0.0,0.0,0.0
20240104,31,0,0.0,0.0,0.0,0.0
20240104,31,1,0.0,0.0,0.0,0.0
20240104,31,0,0.0,0.0,0.0,0.0
20240104,31,0,0.0,0.0,0.0,0.0
20240104,31,0,0.0,0.0,0.0,0.0
20240104,31,1,0.0,0.0,0.0,0.0
20240104,40,0,0.0,0.0,0.0,0.0
20240104,40,0,0.0,0.0,0.0,0.0
20240104,40,0,0.0,0.0,0.0,0.0
20240104,40,0,0.0,0.0,0.0,0.0
20240104,40,1,0.0,0.0,0.0,0.0
20240104,40,0,0.0,0.0,0.0,0.0
20240104,40,0,0.0,0.0,0.0,0.0
20240104,40,0,0.0,0.0,0.0,0.0
20240104,40,0,0.0,0.0,0.0,0.0
20240104,40,1,0.0,0.0,0.0,0.0
20240104,40,0,0.0,0.0,0.0,0.0
20240104,40,0,0.0,0.0,0.0,0.0
20240104,18,0,0.0,0.0,0.0,0.0
20240104,18,1,0.0,0.0,0.0,0.0
20240104,18,0,0.0,0.0,0.0,0.0
20240104,18,0,0.0,0.0,0.0,0.0
20240104,18,0,0.0,0.0,0.0,0.0
20240104,18,0,0.0,0.0,0.0,0.0
20240104,18,1,0.0,0.0,0.0,0.0
20240104,18,0,0.0,0.0,0.0,0.0
20240104,18,1,0.0,0.0,0.0,0.0
20240104,6,0,0.0,0.0,0.0,0.0
20240104,6,0,0.0,0.0,0.0,0.0
20240104,6,0,0.0,0.0,0.0,0.0
20240104,6,0,0.0,0.0,0.0,0.0
20240104,6,0,0.0,0.0,0.0,0.0
20240104,6,0,0.0,0.0,0.0,0.0
20240104,6,0,0.0,0.0,0.0,0.0
20240104,6,1,0.0,0.0,0.0,0.0
20240104,6,0,0.0,0.0,0.0,0.0
20240104,6,0,0.0,0.0,0.0,0.0
20240104,6,0,0.0,0.0,0.0,0.0
20240104,6,0,0.0,0.0,0.0,0.0
20240105,14,0,0.0,0.0,0.0,0.0
20240105,14,1,0.0,0.0,0.0,0.0
20240105,14,0,0.0,0.0,0.0,0.0
20240105,14,1,0.0,0.0,0.0,0.0
20240105,14,0,0.0,0.0,0.0,0.0
20240105,14,0,0.0,0.0,0.0,0.0
20240105,14,0,0.0,0.0,0.0,0.0
20240105,14,1,0.0,0.0,0.0,0.0
20240105,14,0,0.0,0.0,0.0,0.0
20240105,14,0,0.0,0.0,0.0,0.0
20240105,14,0,0.0,0.0,0.0,0.0
20240105,14,1,0.0,0.0,0.0,0.0
20240105,35,0,0.0,0.0,0.0,0.0
20240105,35,0,0.0,0.0,0.0,0.0
20240105,35,0,0.0,0.0,0.0,0.0
20240105,35,1,0.0,0.0,0.0,0.0
20240105,35,0,0.0,0.0,0.0,0.0
20240105,35,0,0.0,0.0,0.0,0.0
20240105,35,0,0.0,0.0,0.0,0.0
20240105,35,1,0.0,0.0,0.0,0.0
20240105,35,0,0.0,0.0,0.0,0.0
20240105,35,0,0.0,0.0,0.0,0.0
20240105,35,1,0.0,0.0,0.0,0.0
20240105,35,0,0.0,0.0,0.0,0.0
20240105,31,1,0.0,0.0,0.0,0.0
20240105,31,0,0.0,0.0,0.0,0.0
20240105,31,0,0.0,0.0,0.0,0.0
20240105,31,0,0.0,0.0,0.0,0.0
20240105,31,0,0.0,0.0,0.0,0.0
20240105,31,0,0.0,0.0,0.0,0.0
20240105,31,0,0.0,0.0,0.0,0.0
20240105,31,0,0.0,0.0,0.0,0.0
20240105,31,1,0.0,0.0,0.0,0.0
20240105,40,0,0.0,0.0,0.0,0.0
20240105,40,0,0.0,0.0,0.0,0.0
20240105,40,0,0.0,0.0,0.0,0.0
20240105,40,0,0.0,0.0,0.0,0.0
20240105,40,0,0.0,0.0,0.0,0.0
20240105,40,0,0.0,0.0,0.0,0.0
20240105,40,0,0.0,0.0,0.0,0.0
20240105,40,1,0.0,0.0,0.0,0.0
20240105,40,0,0.0,0.0,0.0,0.0
20240105,40,0,0.0,0.0,0.0,0.0
20240105,40,0,0.0,0.0,0.0,0.0
20240105,40,0,0.0,0.0,0.0,0.0
20240105,18,0,0.0,0.0,0.0,0.0
20240105,18,1,0.0,0.0,0.0,0.0
20240105,18,0,0.0,0.0,0.0,0.0
20240105,18,0,0.0,0.0,0.0,0.0
20240105,18,0,0.0,0.0,0.0,0.0
20240105,18,1,0.0,0.0,0.0,0.0
20240105,18,0,0.0,0.0,0.0,0.0
20240105,18,0,0.0,0.0,0.0,0.0
20240105,18,0,0.0,0.0,0.0,0.0
20240105,6,0,0.0,0.0,0.0,0.0
20240105,6,0,0.0,0.0,0.0,0.0
20240105,6,0,0.0,0.0,0.0,0.0
20240105,6,1,0.0,0.0,0.0,0.0
20240105,6,0,0.0,0.0,0.0,0.0
20240105,6,0,0.0,0.0,0.0,0.0
20240105,6,0,0.0,0.0,0.0,0.0
20240105,6,0,0.0,0.0,0.0,0.0
20240105,6,0,0.0,0.0,0.0,0.0
20240105,6,0,0.0,0.0,0.0,0.0
20240105,6,0,0.0,0.0,0.0,0.0
20240105,6,1,0.0,0.0,0.0,0.0
20240106,14,0,0.0,0.0,0.0,0.0
20240106,14,0,0.0,0.0,0.0,0.0
20240106,14,1,0.0,0.0,0.0,0.0
20240106,14,1,0.0,0.0,0.0,0.0
20240106,14,0,0.0,0.0,0.0,0.0
20240106,14,0,0.0,0.0,0.0,0.0
20240106,14,0,0.0,0.0,0.0,0.0
20240106,14,0,0.0,0.0,0.0,0.0
20240106,14,0,0.0,0.0,0.0,0.0
20240106,14,0,0.0,0.0,0.0,0.0
20240106,14,0,0.0,0.0,0.0,0.0
20240106,14,0,0.0,0.0,0.0,0.0
20240106,3,0,0.0,0.0,0.0,0.0
20240106,3,1,0.0,0.0,0.0,0.0
20240106,3,0,0.0,0.0,0.0,0.0
20240106,3,0,0.0,0.0,0.0,0.0
20240106,3,0,0.0,0.0,0.0,0.0
20240106,3,1,0.0,0.0,0.0,0.0
20240106,3,1,0.0,0.0,0.0,0.0
20240106,3,1,0.0,0.0,0.0,0.0
20240106,3,0,0.0,0.0,0.0,0.0
20240106,3,1,0.0,0.0,0.0,0.0
20240106,3,0,0.0,0.0,0.0,0.0
20240106,3,0,0.0,0.0,0.0,0.0
20240106,31,0,0.0,0.0,0.0,0.0
20240106,31,0,0.0,0.0,0.0,0.0
20240106,31,1,0.0,0.0,0.0,0.0
20240106,31,0,0.0,0.0,0.0,0.0
20240106,31,0,0.0,0.0,0.0,0.0
20240106,31,0,0.0,0.0,0.0,0.0
20240106,31,1,0.0,0.0,0.0,0.0
20240106,31,0,0.0,0.0,0.0,0.0
20240106,31,0,0.0,0.0,0.0,0.0
20240106,39,1,0.0,0.0,0.0,0.0
20240106,39,0,0.0,0.0,0.0,0.0
20240106,39,1,0.0,0.0,0.0,0.0
20240106,39,0,0.0,0.0,0.0,0.0
20240106,39,0,0.0,0.0,0.0,0.0
20240106,39,0,0.0,0.0,0.0,0.0
20240106,39,0,0.0,0.0,0.0,0.0
20240106,39,1,0.0,0.0,0.0,0.0
20240106,39,0,0.0,0.0,0.0,0.0
20240106,39,0,0.0,0.0,0.0,0.0
20240106,39,0,0.0,0.0,0.0,0.0
20240106,39,0,0.0,0.0,0.0,0.0
20240106,18,1,0.0,0.0,0.0,0.0
20240106,18,0,0.0,0.0,0.0,0.0
20240106,18,0,0.0,0.0,0.0,0.0
20240106,18,0,0.0,0.0,0.0,0.0
20240106,18,1,0.0,0.0,0.0,0.0
20240106,18,0,0.0,0.0,0.0,0.0
20240106,18,0,0.0,0.0,0.0,0.0
20240106,18,0,0.0,0.0,0.0,0.0
20240107,14,0,0.0,0.0,0.0,0.0
20240107,14,0,0.0,0.0,0.0,0.0
20240107,14,0,0.0,0.0,0.0,0.0
20240107,14,1,0.0,0.0,0.0,0.0
20240107,14,1,0.0,0.0,0.0,0.0
20240107,14,0,0.0,0.0,0.0,0.0
20240107,14,1,0.0,0.0,0.0,0.0
20240107,14,1,0.0,0.0,0.0,0.0
20240107,14,0,0.0,0.0,0.0,0.0
20240107,14,1,0.0,0.0,0.0,0.0
20240107,14,1,0.0,0.0,0.0,0.0
20240107,14,1,0.0,0.0,0.0,0.0
20240107,27,1,0.0,0.0,0.0,0.0
20240107,27,0,0.0,0.0,0.0,0.0
20240107,27,0,0.0,0.0,0.0,0.0
20240107,27,0,0.0,0.0,0.0,0.0
20240107,27,0,0.0,0.0,0.0,0.0
20240107,27,0,0.0,0.0,0.0,0.0
20240107,27,0,0.0,0.0,0.0,0.0
20240107,27,0,0.0,0.0,0.0,0.0
20240107,27,0,0.0,0.0,0.0,0.0
20240107,3,0,0.0,0.0,0.0,0.0
20240107,3,0,0.0,0.0,0.0,0.0
20240107,3,1,0.0,0.0,0.0,0.0
20240107,3,0,0.0,0.0,0.0,0.0
20240107,3,1,0.0,0.0,0.0,0.0
20240107,3,0,0.0,0.0,0.0,0.0
20240107,3,0,0.0,0.0,0.0,0.0
20240107,3,1,0.0,0.0,0.0,0.0
20240107,3,0,0.0,0.0,0.0,0.0
20240107,3,0,0.0,0.0,0.0,0.0
20240107,3,0,0.0,0.0,0.0,0.0
20240107,3,0,0.0,0.0,0.0,0.0
20240107,13,0,0.0,0.0,0.0,0.0
20240107,13,1,0.0,0.0,0.0,0.0
20240107,13,0,0.0,0.0,0.0,0.0
20240107,13,0,0.0,0.0,0.0,0.0
20240107,13,0,0.0,0.0,0.0,0.0
20240107,13,0,0.0,0.0,0.0,0.0
20240107,13,0,0.0,0.0,0.0,0.0
20240107,13,0,0.0,0.0,0.0,0.0
20240107,13,0,0.0,0.0,0.0,0.0
20240107,13,0,0.0,0.0,0.0,0.0
20240107,13,0,0.0,0.0,0.0,0.0
20240107,13,0,0.0,0.0,0.0,0.0
20240107,28,0,0.0,0.0,0.0,0.0
20240107,28,1,0.0,0.0,0.0,0.0
20240107,28,0,0.0,0.0,0.0,0.0
20240107,28,0,0.0,0.0,0.0,0.0
20240107,28,1,0.0,0.0,0.0,0.0
20240107,28,0,0.0,0.0,0.0,0.0
20240107,28,1,0.0,0.0,0.0,0.0
20240107,28,1,0.0,0.0,0.0,0.0
20240107,28,0,0.0,0.0,0.0,0.0
20240107,22,0,0.0,0.0,0.0,0.0
20240107,22,0,0.0,0.0,0.0,0.0
20240107,22,0,0.0,0.0,0.0,0.0
20240107,22,0,0.0,0.0,0.0,0.0
20240107,22,1,0.0,0.0,0.0,0.0
20240107,22,0,0.0,0.0,0.0,0.0
20240107,22,1,0.0,0.0,0.0,0.0
20240107,22,0,0.0,0.0,0.0,0.0
20240107,22,0,0.0,0.0,0.0,0.0
20240107,22,0,0.0,0.0,0.0,0.0
20240107,22,0,0.0,0.0,0.0,0.0
20240107,22,0,0.0,0.0,0.0,0.0
20240107,39,0,0.0,0.0,0.0,0.0
20240107,39,0,0.0,0.0,0.0,0.0
20240107,39,0,0.0,0.0,0.0,0.0
20240107,39,0,0.0,0.0,0.0,0.0
20240107,39,1,0.0,0.0,0.0,0.0
20240107,39,0,0.0,0.0,0.0,0.0
20240107,39,0,0.0,0.0,0.0,0.0
20240107,39,0,0.0,0.0,0.0,0.0
20240107,39,1,0.0,0.0,0.0,0.0
20240107,39,0,0.0,0.0,0.0,0.0
20240107,39,1,0.0,0.0,0.0,0.0
20240107,39,0,0.0,0.0,0.0,0.0
20240108,14,0,0.0,0.0,0.0,0.0
20240108,14,0,0.0,0.0,0.0,0.0
20240108,14,0,0.0,0.0,0.0,0.0
20240108,14,1,0.0,0.0,0.0,0.0
20240108,14,1,0.0,0.0,0.0,0.0
20240108,14,0,0.0,0.0,0.0,0.0
20240108,14,0,0.0,0.0,0.0,0.0
20240108,14,0,0.0,0.0,0.0,0.0
20240108,14,0,0.0,0.0,0.0,0.0
20240108,14,1,0.0,0.0,0.0,0.0
20240108,14,0,0.0,0.0,0.0,0.0
20240108,14,1,0.0,0.0,0.0,0.0
20240108,27,0,0.0,0.0,0.0,0.0
20240108,27,0,0.0,0.0,0.0,0.0
20240108,27,0,0.0,0.0,0.0,0.0
20240108,27,0,0.0,0.0,0.0,0.0
20240108,27,0,0.0,0.0,0.0,0.0
20240108,27,0,0.0,0.0,0.0,0.0
20240108,27,0,0.0,0.0,0.0,0.0
20240108,27,1,0.0,0.0,0.0,0.0
20240108,27,1,0.0,0.0,0.0,0.0
